token1,token2,lemma1,lemma2,label
show,campaign,show,campaign,IS_INCLUDED
speech,approved,speech,approve,AFTER
approved,delivered,approve,deliver,BEFORE
trip,trip,trip,trip,IDENTITY
asked,trip,ask,trip,BEFORE
speech,asked,speech,ask,AFTER
speech,said,speech,say,INCLUDES
waiting,assist,wait,assist,INCLUDES
speech,filed,speech,file,AFTER
stay,waiting,stay,wait,DURING
travel,stay,travel,stay,BEFORE
speech,travel,speech,travel,BEFORE
granted,travel,grant,travel,BEFORE
speech,granted,speech,grant,AFTER
speech,expressed,speech,express,INCLUDES
become,opposed,become,opposed,BEFORE
tragedy,become,tragedy,become,BEGINS
sank,tragedy,sank,tragedy,IDENTITY
crossing,tragedy,crossing,tragedy,ENDED_BY
sank,crossing,sank,crossing,ENDS
perished,sank,perish,sank,DURING
rescued,perished,rescue,perish,AFTER
insisted,returned,insist,return,BEFORE
demanded,insisted,demand,insist,BEFORE
backed,demanded,back,demand,AFTER
battling,backed,battle,back,INCLUDES
saying,give,say,give,BEFORE
battling,saying,battle,say,INCLUDES
battling,keep,battle,keep,BEFORE
rescued,battling,rescue,battle,BEGINS
caring,rescued,care,rescue,BEGUN_BY
said,caring,say,care,AFTER
begin,transfer,begin,transfer,BEFORE
arrives,begin,arrive,begin,BEFORE
arriving,arrives,arrive,arrive,IDENTITY
said,arrives,say,arrive,BEFORE
said,transfer,say,transfer,BEFORE
know,transfer,know,transfer,BEFORE
said,know,say,know,AFTER
said,said,say,say,BEFORE
traveled,trip,travel,trip,IDENTITY
met,arriving,meet,arrive,DURING_INV
leave,met,leave,meet,BEFORE
said,said,say,say,BEFORE
leave,see,leave,see,AFTER
statement,said,statement,say,INCLUDES
declared,traveling,declare,travel,BEFORE
announced,traveling,announce,travel,BEFORE
statement,traveling,statement,travel,BEFORE
statement,announced,statement,announce,AFTER
statement,came,statement,come,INCLUDES
declared,statement,declare,statement,IDENTITY
wound,speech,wind,speech,ENDS
said,wound,say,wind,INCLUDES
declared,said,declare,say,IDENTITY
battle,won,battle,win,ENDED_BY
declared,battle,declare,battle,AFTER
declared,told,declare,tell,INCLUDES
declared,talking,declare,talk,INCLUDES
declared,reunited,declare,reunite,BEFORE
follow,want,follow,want,AFTER
want,get,want,get,BEFORE
said,shown,say,show,AFTER
said,follow,say,follow,BEFORE
tell,said,tell,say,IS_INCLUDED
tell,fight,tell,fight,AFTER
tell,give,tell,give,BEFORE
joined,offer,join,offer,BEFORE
waving,joined,wave,join,BEFORE
prayed,joined,pray,join,INCLUDES
prayed,waving,pray,wave,INCLUDES
prayed,began,pray,begin,SIMULTANEOUS
betrayed,said,betray,say,AFTER
turned,betrayal,turn,betrayal,INCLUDES
betrayed,turned,betray,turn,BEFORE
fiasco,betrayed,fiasco,betray,BEFORE
fiasco,left,fiasco,leave,BEGINS
fiasco,invasion,fiasco,invasion,INCLUDES
worried,fail,worry,fail,BEFORE
worried,keep,worry,keep,BEFORE
manipulated,telling,manipulate,tell,BEFORE
said,telling,say,tell,AFTER
said,manipulated,say,manipulate,AFTER
claiming,said,claim,say,AFTER
broadcast,dismissed,broadcast,dismiss,BEFORE
lashed,broadcast,lash,broadcast,IS_INCLUDED
comment,show,comment,show,AFTER
broadcast,comment,broadcast,comment,DURING_INV
filed,denied,file,deny,BEFORE
filed,abused,file,abuse,AFTER
filed,alleging,file,allege,INCLUDES
said,decides,say,decide,INCLUDES
said,decide,say,decide,AFTER
said,putting,say,put,AFTER
told,said,tell,say,BEFORE
said,said,say,say,BEFORE
insisted,return,insist,return,BEFORE
wants,return,want,return,BEFORE
insisted,wants,insist,want,AFTER
said,insisted,say,insist,BEFORE
said,insisted,say,insist,BEFORE
spoken,insisted,speak,insist,BEFORE
spoken,arrived,speak,arrive,AFTER
want,go,want,go,BEFORE
said,want,say,want,INCLUDES
said,said,say,say,AFTER
said,said,say,say,BEFORE
suffering,suffered,suffer,suffer,AFTER
turning,suffering,turn,suffer,INCLUDES
abusing,turning,abuse,turn,INCLUDES
doing,abusing,do,abuse,INCLUDES
doing,said,do,say,AFTER
believe,show,believe,show,BEFORE
manipulated,believe,manipulate,believe,BEFORE
said,manipulated,say,manipulate,AFTER
lashed,turning,lash,turn,AFTER
accusing,turning,accuse,turn,AFTER
lashed,accusing,lash,accuse,INCLUDES
found,battle,find,battle,BEGINS
comes,battle,come,battle,IS_INCLUDED
want,comes,want,come,BEFORE
required,surrender,require,surrender,BEFORE
meet,required,meet,require,AFTER
let,meet,let,meet,BEFORE
want,let,want,let,BEFORE
order,release,order,release,BEFORE
suspend,order,suspend,order,BEFORE
wants,order,want,order,BEFORE
wants,suspend,want,suspend,BEFORE
wants,issued,want,issue,AFTER
say,attempted,say,attempt,AFTER
ruling,speak,rule,speak,BEFORE
pushed,ruling,push,rule,INCLUDES
return,return,return,return,IDENTITY
pushed,return,push,return,BEFORE
fleeing,sank,flee,sank,ENDED_BY
drowned,sank,drown,sank,AFTER
fleeing,drowned,flee,drown,INCLUDES
found,fleeing,find,flee,AFTER
found,clinging,find,clinging,AFTER
cared,found,care,find,BEGUN_BY
spent,chanting,spend,chant,INCLUDES
said,spent,say,spend,AFTER
send,pull,send,pull,BEFORE
growing,lived,grow,live,AFTER
seeking,hearing,seek,hearing,BEFORE
wait,seeking,wait,seek,AFTER
said,wait,say,wait,BEFORE
wants,return,want,return,BEFORE
waiting,wants,wait,want,INCLUDES
push,reunion,push,reunion,BEFORE
allow,push,allow,push,BEFORE
decision,allow,decision,allow,BEFORE
deciding,decision,decide,decision,IDENTITY
prevents,removal,prevent,removal,BEFORE
ruling,prevents,ruling,prevent,INCLUDES
asked,ruling,ask,ruling,AFTER
asked,suspend,ask,suspend,BEFORE
returned,deciding,return,decide,AFTER
lobbed,battle,lob,battle,IS_INCLUDED
understand,said,understand,say,SIMULTANEOUS
read,understand,read,understand,SIMULTANEOUS
read,said,read,say,SIMULTANEOUS
said,said,say,say,BEFORE
cancellation,said,cancellation,say,BEFORE
wait,see,wait,see,BEFORE
cancellation,wait,cancellation,wait,BEFORE
cancellation,cancellation,cancellation,cancellation,IDENTITY
said,expect,say,expect,BEFORE
bombings,bombings,bombing,bombing,IDENTITY
received,bombings,receive,bombing,AFTER
received,cancellation,receive,cancellation,INCLUDES
said,received,say,receive,AFTER
sending,said,send,say,BEFORE
said,sending,say,send,AFTER
beginning,said,begin,say,BEFORE
improve,beginning,improve,begin,BEFORE
jumped,improve,jump,improve,BEFORE
worked,jumped,work,jump,AFTER
worked,go,work,go,BEFORE
bombing,set,bombing,set,BEFORE
actions,gone,action,go,AFTER
responded,actions,respond,action,BEFORE
dropped,responded,drop,respond,BEFORE
say,said,say,say,SIMULTANEOUS
said,expect,say,expect,BEFORE
say,strike,say,strike,BEFORE
bombings,bombings,bombing,bombings,IDENTITY
bombings,organizing,bombing,organize,AFTER
bombings,accused,bombing,accuse,BEFORE
say,believe,say,believe,BEFORE
bombings,say,bombing,say,BEFORE
bombings,bombings,bombing,bombing,IDENTITY
says,offer,say,offer,BEFORE
suffered,razed,suffer,raze,BEFORE
suffered,blast,suffer,blast,AFTER
put,gone,put,go,BEFORE
expected,finished,expect,finish,BEFORE
gone,expected,go,expect,BEFORE
put,visiting,put,visit,BEFORE
bombings,urged,bombing,urge,BEFORE
issued,bombings,issue,bombing,AFTER
lifted,issued,lift,issue,AFTER
want,lifted,want,lift,BEFORE
attacks,targeted,attack,target,AFTER
attacks,attacks,attack,attack,IDENTITY
want,attacks,want,attack,AFTER
reassuring,said,reassure,say,BEFORE
reassuring,see,reassure,see,BEFORE
calling,reassuring,call,reassure,BEFORE
calls,calling,call,call,IDENTITY
attacks,calling,attack,call,BEFORE
bombings,attacks,bombing,attack,IDENTITY
calls,attacks,call,attack,AFTER
report,calls,report,call,AFTER
say,report,say,report,IDENTITY
bombings,left,bombing,leave,BEFORE
bombings,bombings,bombing,bombing,IDENTITY
say,cancellations,say,cancellation,AFTER
frightened,say,frighten,say,BEFORE
bombings,beginning,bombing,begin,AFTER
bombings,frightened,bombing,frighten,BEFORE
requiring,obtained,require,obtain,BEFORE
anniversary,bombing,anniversary,bombing,BEFORE
dwindled,started,dwindle,start,BEGUN_BY
drinking,shooting,drink,shooting,AFTER
smoking,shooting,smoke,shooting,AFTER
made,died,make,die,BEFORE
killing,tyring,killing,tyre,AFTER
been,murder,be,murder,AFTER
seen,killed,see,kill,AFTER
were,homicide,be,homicide,AFTER
shot,returned,shoot,return,AFTER
took,opening,take,opening,AFTER
embarked,met,embark,meet,AFTER
remained,work,remain,work,DURING
was,era,be,era,IS_INCLUDED
gains,collapse,gain,collapse,AFTER
began,War,begin,war,AFTER
spotted,shooting,spot,shooting,BEFORE
was,shot,be,shoot,BEFORE
observed,murder,observe,murder,BEFORE
emerged,slaying,emerge,slaying,AFTER
buried,shooting,bury,shooting,BEFORE
returned,going,return,go,AFTER
see,returned,see,return,BEFORE
see,said,see,say,IS_INCLUDED
representing,said,represent,say,BEFORE
said,said,say,say,BEFORE
closed,said,closed,say,AFTER
said,said,say,say,BEFORE
said,dangled,say,dangle,AFTER
said,said,say,say,BEFORE
award,lives,award,live,AFTER
said,award,say,award,BEFORE
sent,award,send,award,AFTER
sent,said,send,say,AFTER
said,said,say,say,BEFORE
ruled,ruling,rule,ruling,IDENTITY
said,ruling,say,ruling,AFTER
said,said,say,say,BEFORE
pay,said,pay,say,AFTER
forced,pay,force,pay,BEFORE
forced,go,force,go,BEFORE
keep,decision,keep,decision,BEFORE
do,keep,do,keep,BEFORE
told,do,told,do,AFTER
started,do,start,do,BEFORE
start,started,start,start,IDENTITY
told,started,told,start,IS_INCLUDED
sought,told,seek,told,BEFORE
controversy,start,controversy,start,BEGUN_BY
sought,controversy,seek,controversy,AFTER
offered,sought,offer,seek,AFTER
want,provoke,want,provoke,BEFORE
do,want,do,want,BEFORE
escort,do,escort,do,IS_INCLUDED
escort,frees,escort,free,BEFORE
escort,escort,escort,escort,IDENTITY
indicated,said,indicate,say,BEFORE
assist,said,assist,say,AFTER
offered,said,offer,say,BEFORE
offered,assist,offer,assist,BEFORE
assist,sending,assist,send,BEFORE
indicated,assist,indicate,assist,BEFORE
want,travel,want,travel,BEFORE
indicated,want,indicate,want,INCLUDES
offered,indicated,offer,indicate,AFTER
offered,escort,offer,escort,BEFORE
offered,take,offer,take,BEFORE
come,pick,come,pick,BEFORE
offered,come,offer,come,BEFORE
gave,offered,give,offer,BEFORE
transported,appeals,transport,appeal,AFTER
gave,appeals,give,appeal,BEFORE
gave,transported,give,transport,BEFORE
said,gave,say,give,AFTER
said,gave,say,give,BEFORE
apply,do,apply,do,BEFORE
said,apply,say,apply,BEFORE
said,said,say,say,BEFORE
pleading,return,plead,return,BEFORE
coerced,pleading,coerce,plead,BEFORE
coerced,said,coerce,say,BEFORE
divorced,said,divorce,say,BEFORE
said,said,say,say,BEFORE
said,speak,say,speak,BEFORE
said,said,say,say,BEFORE
said,returned,say,return,BEFORE
said,said,say,say,BEFORE
decision,interviews,decision,interview,AFTER
ruling,decision,ruling,decision,IDENTITY
said,decision,say,decision,AFTER
said,said,say,say,BEFORE
fight,keep,fight,keep,BEFORE
put,fight,put,fight,BEFORE
ruling,put,ruling,put,BEFORE
predicting,put,predict,put,BEFORE
response,predicting,response,predict,INCLUDES
warning,predicting,warn,predict,BEFORE
response,warning,response,warn,INCLUDES
gave,ruling,give,ruling,AFTER
gave,response,give,response,BEFORE
said,gave,say,give,BEFORE
earned,stay,earn,stay,BEFORE
surviving,earned,survive,earn,BEFORE
said,surviving,say,survive,AFTER
wants,separated,want,separate,BEFORE
wants,said,want,say,IS_INCLUDED
said,representing,say,represent,IS_INCLUDED
attempted,reach,attempt,reach,BEFORE
sank,attempted,sink,attempt,AFTER
died,sank,die,sink,AFTER
allowed,stay,allow,stay,BEFORE
demanding,allowed,demanding,allow,BEFORE
thronged,demanding,throng,demanding,INCLUDES
said,spurn,say,spurn,BEFORE
file,appeal,file,appeal,BEGINS
prepared,file,prepared,file,BEFORE
said,prepared,say,prepared,AFTER
sent,said,send,say,BEFORE
decision,sent,decision,send,BEFORE
said,suffer,say,suffer,BEFORE
decision,said,decision,say,BEFORE
decision,met,decision,meet,BEFORE
ruled,decision,rule,decision,IDENTITY
told,conference,tell,conference,IS_INCLUDED
told,told,tell,tell,IDENTITY
decided,go,decide,go,BEFORE
wooed,visits,woo,visit,BEFORE
ruled,wooed,rule,woo,AFTER
became,ruled,become,rule,AFTER
became,returned,become,return,BEFORE
arrived,became,arrive,become,BEFORE
treating,birth,treat,birth,AFTER
struggle,birth,struggle,birth,BEFORE
reunite,treating,reunite,treat,BEFORE
disrupt,reunite,disrupt,reunite,BEFORE
try,disrupt,try,disrupt,BEFORE
indicated,try,indicate,try,BEFORE
decrying,indicated,decry,indicate,AFTER
decrying,used,decry,use,BEFORE
decision,decrying,decision,decry,BEFORE
plan,appeal,plan,appeal,BEFORE
play,indicated,play,indicate,AFTER
indicated,plan,indicate,plan,BEFORE
decision,indicated,decision,indicate,BEFORE
announced,play,announce,play,BEFORE
decision,decision,decision,decision,IDENTITY
announced,decision,announce,decision,AFTER
said,adding,say,add,BEFORE
met,reverting,meet,reverting,BEFORE
decided,met,decide,meet,AFTER
decision,decided,decision,decide,IDENTITY
argued,return,argue,return,BEFORE
interviewed,argued,interview,argue,BEFORE
interviewed,satisfied,interview,satisfied,BEFORE
decision,interviewed,decision,interview,AFTER
allowed,make,allow,make,BEFORE
appears,allowed,appear,allow,BEFORE
appears,moved,appear,move,BEFORE
denied,appears,deny,appear,BEFORE
argued,denied,argue,deny,BEFORE
argued,start,argue,start,AFTER
plucked,start,pluck,start,BEGINS
plucked,argued,pluck,argue,BEGINS
released,embraced,release,embrace,BEFORE
brought,released,bring,release,BEFORE
plucked,brought,pluck,bring,BEFORE
clung,plucked,clung,pluck,BEFORE
died,clung,die,clung,BEFORE
capsized,died,capsize,die,BEFORE
cross,capsized,cross,capsize,ENDED_BY
trying,cross,try,cross,BEFORE
ruling,ruling,ruling,ruling,IDENTITY
test,ruling,test,ruling,AFTER
allowed,test,allow,test,BEFORE
setting,allowed,set,allow,BEFORE
followed,setting,follow,set,AFTER
made,followed,make,follow,AFTER
decision,made,decision,make,BEFORE
decision,inflame,decision,inflame,BEGINS
decision,decision,decision,decision,IDENTITY
survived,trip,survive,trip,AFTER
decision,ruling,decision,ruling,IDENTITY
made,decision,make,decision,INCLUDES
heal,told,heal,tell,AFTER
told,heal,tell,heal,BEFORE
told,brought,tell,bring,AFTER
recover,brought,recover,bring,AFTER
believes,recover,believe,recover,BEFORE
told,believes,tell,believe,AFTER
said,told,say,tell,AFTER
asking,respect,ask,respect,BEFORE
issued,asking,issue,ask,BEFORE
said,issued,say,issue,AFTER
intimidate,doing,intimidate,do,BEFORE
let,intimidate,let,intimidate,BEFORE
said,let,say,let,BEFORE
insists,said,insist,say,BEFORE
insists,thinks,insist,think,AFTER
stand,thinks,stand,think,AFTER
continue,stand,continue,stand,BEFORE
insists,continue,insist,continue,BEFORE
cheered,insists,cheer,insist,BEFORE
seemed,shock,seem,shock,BEFORE
cheered,seemed,cheer,seem,BEFORE
appeared,cheered,appear,cheer,BEFORE
appeared,appeared,appear,appear,IS_INCLUDED
released,appeared,release,appear,BEFORE
taken,released,take,release,BEFORE
felt,taken,feel,take,BEFORE
returned,felt,return,feel,BEFORE
happened,returned,happen,return,BEFORE
say,happened,say,happen,AFTER
went,say,go,say,BEFORE
try,work,try,work,BEFORE
went,try,go,try,BEFORE
hearing,went,hearing,go,AFTER
attempt,resolution,attempt,resolution,BEFORE
ostracized,attempt,ostracize,attempt,BEFORE
try,keep,try,keep,BEFORE
gone,try,go,try,BEFORE
ostracized,gone,ostracize,go,BEFORE
ostracized,keeping,ostracize,keep,AFTER
broken,ostracized,break,ostracize,BEFORE
exacerbated,flying,exacerbate,fly,AFTER
broken,exacerbated,break,exacerbate,BEFORE
shipwreck,broken,shipwreck,break,BEFORE
went,reunions,go,reunion,BEFORE
talked,went,talk,go,BEFORE
shipwreck,talked,shipwreck,talk,AFTER
learned,find,learn,find,BEFORE
learned,forget,learn,forget,BEFORE
learned,forgive,learn,forgive,BEFORE
said,learned,say,learn,AFTER
reconciliation,said,reconciliation,say,BEFORE
become,reconciliation,become,reconciliation,BEFORE
became,send,become,send,INCLUDES
triggering,became,trigger,become,BEFORE
allowed,triggering,allow,trigger,BEGINS
relaxed,triggering,relax,trigger,BEGINS
relaxed,allowed,relax,allow,BEFORE
crisis,relaxed,crisis,relax,BEFORE
triggered,end,trigger,end,AFTER
crisis,triggered,crisis,trigger,BEGUN_BY
began,relax,begin,relax,BEFORE
speak,visit,speak,visit,BEFORE
cut,speak,cut,speak,BEFORE
cut,left,cut,leave,AFTER
managed,said,manage,say,IS_INCLUDED
said,said,say,say,BEFORE
managed,split,manage,split,BEFORE
stayed,experience,stay,experience,BEFORE
helped,get,help,get,BEFORE
worked,helped,work,help,BEFORE
seems,worked,seem,work,AFTER
stayed,seems,stay,seem,BEFORE
come,arriving,come,arrive,BEFORE
come,passed,come,pass,BEFORE
wrought,revolution,work,revolution,AFTER
overcome,wrought,overcome,work,AFTER
conflicts,separations,conflict,separation,BEFORE
overcome,separations,overcome,separation,BEFORE
overcome,conflicts,overcome,conflict,AFTER
sparring,thrust,sparring,thrust,AFTER
overcome,thrust,overcome,thrust,BEFORE
created,overcome,create,overcome,AFTER
heal,created,heal,create,AFTER
seem,heal,seem,heal,BEFORE
flying,seem,fly,seem,BEFORE
sparring,flying,sparring,fly,INCLUDES
sparring,treachery,sparring,treachery,AFTER
sparring,spying,sparring,spy,AFTER
sparring,abuse,sparring,abuse,AFTER
prefer,talk,prefer,talk,BEFORE
said,prefer,say,prefer,AFTER
said,said,say,say,BEFORE
hounded,said,hound,say,BEFORE
go,said,go,say,IS_INCLUDED
go,work,go,work,BEFORE
come,go,come,go,BEFORE
hounded,come,hound,come,BEFORE
rushed,hounded,rush,hound,BEFORE
lambasting,playing,lambaste,play,AFTER
buzzed,lambasting,buzz,lambaste,INCLUDES
stop,buzzed,stop,buzz,BEFORE
told,stop,tell,stop,BEFORE
lost,lose,lose,lose,IDENTITY
know,lose,know,lose,AFTER
supporting,know,support,know,AFTER
told,supporting,tell,support,INCLUDES
lost,death,lose,death,AFTER
told,referring,tell,refer,INCLUDES
lost,told,lose,tell,BEFORE
rushed,told,rush,tell,BEFORE
rushed,lost,rush,lose,AFTER
filed,see,file,see,BEFORE
help,reunite,help,reunite,BEFORE
asking,help,ask,help,BEFORE
filed,asking,file,ask,INCLUDES
expressing,prompt,express,prompt,BEFORE
denied,back,deny,back,BEFORE
asking,request,ask,request,IDENTITY
denied,request,deny,request,AFTER
sent,denied,send,deny,BEFORE
go,live,go,live,BEFORE
believes,go,believe,go,BEFORE
fled,believes,flee,believe,BEFORE
asking,moved,ask,move,BEFORE
sent,asking,send,ask,AFTER
thrust,sent,thrust,send,BEFORE
thrust,swirling,thrust,swirling,AFTER
resolved,hearing,resolve,hearing,IS_INCLUDED
rushed,divided,rush,divide,AFTER
shipwreck,divided,shipwreck,divide,BEFORE
ducked,walked,duck,walk,BEFORE
rushed,ducked,rush,duck,BEFORE
rushed,shipwreck,rush,shipwreck,AFTER
shaking,shouting,shake,shout,SIMULTANEOUS
rushed,shaking,rush,shake,INCLUDES
rushed,stepped,rush,step,SIMULTANEOUS
rushed,resolved,rush,resolve,BEFORE
do,seen,do,see,BEFORE
saying,do,say,do,BEFORE
saying,turn,say,turn,BEFORE
say,saying,say,say,AFTER
ring,find,ring,find,BEFORE
go,ring,go,ring,BEFORE
shows,go,show,go,BEFORE
say,shows,say,show,BEFORE
changes,say,change,say,BEFORE
said,changes,say,change,INCLUDES
changes,changes,change,change,IDENTITY
comment,said,comment,say,INCLUDES
comment,announcement,comment,announcement,AFTER
said,announcement,say,announcement,IS_INCLUDED
bring,bring,bring,bring,IDENTITY
wait,bring,wait,bring,BEFORE
said,wait,say,wait,BEFORE
said,said,say,say,BEFORE
reinserting,said,reinsert,say,AFTER
said,said,say,say,BEFORE
said,said,say,say,BEFORE
accompanied,said,accompany,say,AFTER
travel,accompanied,travel,accompany,INCLUDES
battle,decided,battle,decide,ENDED_BY
travel,battle,travel,battle,AFTER
travel,bring,travel,bring,BEFORE
said,travel,say,travel,BEFORE
said,said,say,say,BEFORE
clearing,return,clear,return,BEFORE
stay,clearing,stay,clear,BEFORE
revoke,stay,revoke,stay,BEFORE
said,revoke,say,revoke,BEFORE
continued,defy,continue,defy,BEFORE
plan,remove,plan,remove,BEFORE
said,plan,say,plan,AFTER
built,said,build,say,SIMULTANEOUS
go,find,go,find,BEFORE
told,go,tell,go,BEFORE
cooperate,told,cooperate,tell,AFTER
said,cooperate,say,cooperate,BEFORE
fight,keep,fight,keep,BEFORE
lose,fight,lose,fight,ENDS
signed,lose,sign,lose,BEFORE
signed,hand,sign,hand,BEFORE
lend,repatriate,lend,repatriate,BEFORE
lend,assist,lend,assist,BEFORE
lend,said,lend,say,AFTER
said,said,say,say,BEFORE
take,send,take,send,BEFORE
tried,take,try,take,BEFORE
erupt,tried,erupt,try,BEGUN_BY
said,erupt,say,erupt,BEFORE
warned,said,warn,say,BEFORE
expect,come,expect,come,BEFORE
warned,expect,warn,expect,BEFORE
came,stayed,come,stay,BEFORE
said,came,say,come,BEFORE
think,said,think,say,IS_INCLUDED
said,said,say,say,BEFORE
allowed,stay,allow,stay,BEFORE
insist,allowed,insist,allow,BEFORE
said,insist,say,insist,AFTER
need,follow,need,follow,BEFORE
said,need,say,need,BEFORE
said,said,say,say,BEFORE
said,eating,say,eat,INCLUDES
said,say,say,say,INCLUDES
said,draw,say,draw,AFTER
born,born,born,born,BEFORE
said,born,say,born,AFTER
said,born,say,born,AFTER
Send,said,send,say,AFTER
went,said,go,say,BEFORE
say,taking,say,take,BEFORE
went,say,go,say,BEFORE
breaking,went,breaking,go,BEFORE
issued,breaking,issue,breaking,BEFORE
issued,statement,issue,statement,BEFORE
make,decisions,make,decision,BEFORE
urge,make,urge,make,BEFORE
welcome,urge,welcome,urge,BEFORE
welcome,said,welcome,say,IS_INCLUDED
permitted,come,permit,come,BEFORE
permitted,said,permit,say,IS_INCLUDED
said,said,say,say,BEFORE
comes,visit,come,visit,IDENTITY
become,visit,become,visit,BEFORE
said,become,say,become,AFTER
comes,goes,come,go,INCLUDES
coming,comes,come,come,IDENTITY
said,comes,say,come,BEFORE
said,said,say,say,BEFORE
coming,said,come,say,AFTER
sipping,said,sip,say,BEFORE
prevent,defections,prevent,defection,BEFORE
designed,prevent,design,prevent,BEFORE
convinced,designed,convinced,design,AFTER
sipping,convinced,sip,convinced,INCLUDES
cautioned,sipping,caution,sip,BEFORE
give,take,give,take,BEFORE
know,give,know,give,BEFORE
said,know,say,know,INCLUDES
coming,said,come,say,AFTER
cautioned,said,caution,say,INCLUDES
cautioned,coming,caution,come,BEFORE
make,defect,make,defect,BEFORE
cautioned,make,caution,make,BEFORE
travel,stay,travel,stay,BEFORE
suggested,stay,suggest,stay,BEFORE
said,issued,say,issue,AFTER
travel,travel,travel,travel,IDENTITY
said,travel,say,travel,BEFORE
said,said,say,say,BEFORE
said,visit,say,visit,BEFORE
orchestrating,visit,orchestrate,visit,BEFORE
said,orchestrating,say,orchestrate,AFTER
come,said,come,say,AFTER
visit,come,visit,come,IDENTITY
told,apply,tell,apply,BEFORE
asked,told,ask,tell,BEFORE
asked,visit,ask,visit,BEFORE
travel,take,travel,take,BEFORE
announced,travel,announce,travel,BEFORE
became,announced,become,announce,AFTER
standoff,became,standoff,become,BEFORE
threatened,standoff,threaten,standoff,IS_INCLUDED
appeal,decided,appeal,decide,ENDED_BY
hand,appeal,hand,appeal,AFTER
agreeing,hand,agree,hand,BEFORE
sign,agreeing,sign,agree,BEFORE
revoke,sign,revoke,sign,AFTER
threatened,revoke,threaten,revoke,BEFORE
arrival,said,arrival,say,AFTER
monitoring,arrival,monitor,arrival,BEFORE
developments,arrival,development,arrival,BEFORE
monitoring,developments,monitor,development,AFTER
take,return,take,return,BEFORE
allow,take,allow,take,BEFORE
revoking,allow,revoking,allow,BEFORE
revoking,stay,revoking,stay,BEFORE
postponed,revoking,postpone,revoking,BEFORE
crept,close,creep,close,BEFORE
talks,crept,talk,creep,IS_INCLUDED
swirled,talks,swirl,talk,SIMULTANEOUS
talk,swirled,talk,swirl,INCLUDES
suffer,understand,suffer,understand,BEFORE
said,suffer,say,suffer,AFTER
talk,said,talk,say,INCLUDES
said,said,say,say,BEFORE
get,brain-wash,get,brain-wash,BEFORE
said,get,say,get,BEFORE
go,said,go,say,AFTER
said,said,say,say,BEFORE
said,go,say,go,BEFORE
said,understand,say,understand,BEFORE
talk,said,talk,say,INCLUDES
say,said,say,say,IDENTITY
talk,say,talk,say,INCLUDES
talk,hatched,talk,hatch,AFTER
talk,ridicule,talk,ridicule,INCLUDES
talk,question,talk,question,INCLUDES
talk,planning,talk,plan,AFTER
come,retrieve,come,retrieve,BEFORE
planning,come,plan,come,BEFORE
ridicule,planning,ridicule,plan,AFTER
question,planning,question,plan,AFTER
question,ridicule,question,ridicule,BEFORE
villify,question,villify,question,BEFORE
want,send,want,send,BEFORE
villify,want,villify,want,AFTER
talk,villify,talk,villify,INCLUDES
learned,keeping,learn,keep,BEFORE
talk,learned,talk,learn,AFTER
talk,gather,talk,gather,INCLUDES
talk,pours,talk,pours,INCLUDES
talk,standoff,talk,standoff,AFTER
said,joined,say,join,AFTER
goes,said,go,say,AFTER
insist,said,insist,say,BEFORE
insist,goes,insist,go,BEFORE
prove,seen,prove,see,BEFORE
go,prove,go,prove,BEFORE
understand,go,understand,go,BEFORE
insist,understand,insist,understand,BEFORE
shows,insist,show,insist,BEFORE
believe,go,believe,go,BEFORE
shows,believe,show,believe,AFTER
agree,go,agree,go,BEFORE
seem,agree,seem,agree,BEFORE
stymied,seem,stymy,seem,SIMULTANEOUS
appear,stymied,appear,stymy,BEFORE
keep,appear,keep,appear,AFTER
turned,arrives,turn,arrive,AFTER
insisting,arrives,insist,arrive,BEFORE
insisting,turned,insist,turn,BEFORE
negotiating,insisting,negotiating,insist,BEFORE
told,waiting,tell,wait,AFTER
conversations,told,conversation,tell,INCLUDES
mistreated,conversations,mistreat,conversation,IS_INCLUDED
raised,mistreated,raise,mistreat,AFTER
come,get,come,get,BEFORE
said,come,say,come,BEFORE
changed,announced,change,announce,AFTER
announced,said,announce,say,AFTER
announced,travel,announce,travel,BEFORE
refused,talks,refuse,talk,IS_INCLUDED
sign,agreement,sign,agreement,BEFORE
refused,sign,refuse,sign,BEFORE
refused,extended,refuse,extend,BEFORE
refused,take,refuse,take,BEFORE
threatened,revoke,threaten,revoke,BEFORE
refused,threatened,refuse,threaten,AFTER
sign,refused,sign,refuse,BEFORE
lose,appeal,lose,appeal,ENDS
turn,lose,turn,lose,AFTER
sign,turn,sign,turn,BEFORE
sought,sign,seek,sign,BEFORE
sent,heard,send,heard,AFTER
appeal,heard,appeal,heard,BEFORE
sent,appeal,send,appeal,AFTER
allow,sent,allow,send,BEFORE
maintain,allow,maintain,allow,BEFORE
ruled,appealed,rule,appeal,BEFORE
decision,decision,decision,decision,IDENTITY
overturn,decision,overturn,decision,AFTER
filed,overturn,file,overturn,BEFORE
ruled,filed,rule,file,BEFORE
decision,upheld,decision,upheld,BEFORE
ruled,decision,rule,decision,IDENTITY
ruled,go,rule,go,BEFORE
placed,kept,place,keep,BEFORE
found,placed,find,place,BEFORE
sank,drowned,sink,drown,BEFORE
carrying,sank,carry,sink,BEFORE
floating,carrying,float,carry,AFTER
found,carrying,find,carry,AFTER
found,floating,find,float,ENDS
ordeal,catapulted,ordeal,catapult,INCLUDES
approved,said,approve,say,BEFORE
