tempMarkerText,tempmarkerpos_BETWEEN,tempmarkerpos_BEFORE,tempmarkerpos_AFTER,tempmarkerpos_BEGIN,tempmarkerpos_BEGIN-BETWEEN,tempmarkerpos_BEGIN-BEFORE,label
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
at,0,0,1,0,0,0,IS_INCLUDED
from,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
because,0,1,0,0,0,0,BEFORE
ahead of,0,0,0,1,0,0,IS_INCLUDED
ahead of,0,0,0,1,0,0,IS_INCLUDED
ahead of,0,0,0,1,0,0,IS_INCLUDED
when,0,0,1,0,0,0,BEFORE
when,0,0,1,0,0,0,IS_INCLUDED
when,0,1,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
in,0,0,1,0,0,0,IS_INCLUDED
in,0,0,1,0,0,0,IS_INCLUDED
before,0,0,1,0,0,0,IS_INCLUDED
after,0,0,0,1,0,0,IS_INCLUDED
before,0,1,0,0,0,0,IS_INCLUDED
before,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,AFTER
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,ENDED_BY
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
after,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
at,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
when,0,0,1,0,0,0,IS_INCLUDED
when,0,1,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
meanwhile,1,0,0,0,0,0,IS_INCLUDED
next,0,0,0,0,0,0,IS_INCLUDED
before,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,BEFORE
in,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEGUN_BY
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
just,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
for,0,0,1,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
when,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
after,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
at,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEGUN_BY
O,0,0,0,0,0,0,BEGUN_BY
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
over,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
from,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
on,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
as,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
from,1,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
later,0,0,0,0,0,0,IS_INCLUDED
later,0,0,0,0,0,0,BEFORE
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
at,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
for,0,0,1,0,0,0,IS_INCLUDED
from,1,0,0,0,0,0,IS_INCLUDED
at,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,AFTER
in,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
from,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,AFTER
in,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
when,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
on,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
on,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
former,0,0,0,1,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
on,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
during,1,0,0,0,0,0,IS_INCLUDED
during,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
when,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
when,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
on,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
in,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
since,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
for,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
for,1,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,INCLUDES
to,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
on,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
since,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
on,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
in,0,0,0,0,0,0,IS_INCLUDED
to,1,0,0,0,0,0,IS_INCLUDED
before,0,0,1,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,IS_INCLUDED
