tempMarkerText,tempmarkerpos_BETWEEN,tempmarkerpos_BEFORE,tempmarkerpos_AFTER,tempmarkerpos_BEGIN,tempmarkerpos_BEGIN-BETWEEN,tempmarkerpos_BEGIN-BEFORE,causMarkerText,causmarkerpos_BETWEEN,causmarkerpos_BEFORE,causmarkerpos_AFTER,causmarkerpos_BEGIN,causmarkerpos_BEGIN-BETWEEN,causmarkerpos_BEGIN-BEFORE,label
immediately,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
immediately,1,0,0,0,0,0,if,1,0,0,0,0,0,BEFORE
if,1,0,0,0,0,0,if,1,0,0,0,0,0,BEFORE
if,1,0,0,0,0,0,if,1,0,0,0,0,0,AFTER
if,1,0,0,0,0,0,if,1,0,0,0,0,0,BEFORE
if,0,0,1,0,0,0,if,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
immediately,1,0,0,0,0,0,if,1,0,0,0,0,0,AFTER
immediately,1,0,0,0,0,0,if,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,from,0,0,1,0,0,0,BEFORE
when,0,0,0,0,1,0,since,0,0,0,0,1,0,IDENTITY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
while,1,0,0,0,0,0,by,1,0,0,0,0,0,INCLUDES
while,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,DURING
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEGINS
when,0,0,0,0,1,0,O,0,0,0,0,0,0,IDENTITY
when,0,0,0,0,1,0,O,0,0,0,0,0,0,ENDED_BY
when,1,0,0,0,0,0,O,0,0,0,0,0,0,ENDS
when,1,0,0,0,0,0,O,0,0,0,0,0,0,DURING
O,0,0,0,0,0,0,since,0,0,0,0,1,0,AFTER
as,1,0,0,0,0,0,as,1,0,0,0,0,0,BEFORE
as,1,0,0,0,0,0,as,1,0,0,0,0,0,BEFORE
as,0,0,1,0,0,0,by,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,keep,1,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,since,0,0,0,0,1,0,BEGINS
since,1,0,0,0,0,0,since,1,0,0,0,0,0,BEGUN_BY
once,1,0,0,0,0,0,since,0,0,1,0,0,0,AFTER
O,0,0,0,0,0,0,from,0,0,1,0,0,0,BEFORE
once,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
once,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
still,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
still,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
still,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,by,0,0,1,0,0,0,DURING_INV
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
before,0,0,0,0,1,0,O,0,0,0,0,0,0,BEFORE
after,1,0,0,0,0,0,after,1,0,0,0,0,0,BEFORE
after,1,0,0,0,0,0,after,1,0,0,0,0,0,BEFORE
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
after,0,0,1,0,0,0,after,0,0,1,0,0,0,INCLUDES
before,0,0,0,0,1,0,O,0,0,0,0,0,0,IDENTITY
as,1,0,0,0,0,0,O,0,0,0,0,0,0,ENDS
as,1,0,0,0,0,0,as,1,0,0,0,0,0,INCLUDES
before,0,0,0,0,1,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,ENDED_BY
before,0,0,0,0,1,0,O,0,0,0,0,0,0,AFTER
before,0,0,0,0,1,0,O,0,0,0,0,0,0,INCLUDES
before,0,0,0,0,1,0,O,0,0,0,0,0,0,INCLUDES
before,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
follow,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
follow,0,0,0,1,0,0,O,0,0,0,0,0,0,BEFORE
follow,0,0,0,0,1,0,O,0,0,0,0,0,0,AFTER
follow,0,0,0,0,1,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
as,1,0,0,0,0,0,as,1,0,0,0,0,0,INCLUDES
as,1,0,0,0,0,0,as,1,0,0,0,0,0,SIMULTANEOUS
over,1,0,0,0,0,0,by,1,0,0,0,0,0,AFTER
over,1,0,0,0,0,0,by,1,0,0,0,0,0,INCLUDES
if,1,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,BEGINS
O,0,0,0,0,0,0,by,0,0,1,0,0,0,INCLUDES
O,0,0,0,0,0,0,keep,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,since,0,0,0,0,1,0,IS_INCLUDED
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,DURING_INV
former,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
former,0,0,1,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,so,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,since,0,0,0,0,1,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
since,1,0,0,0,0,0,since,1,0,0,0,0,0,BEFORE
since,1,0,0,0,0,0,since,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
still,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
still,0,0,1,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
when,0,0,0,0,1,0,O,0,0,0,0,0,0,BEGINS
yet,1,0,0,0,0,0,after,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
also,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
as,0,0,1,0,0,0,as,0,0,1,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
when,0,0,0,0,1,0,if,0,0,0,0,1,0,IDENTITY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
when,1,0,0,0,0,0,O,0,0,0,0,0,0,ENDED_BY
when,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
when,0,0,1,0,0,0,O,0,0,0,0,0,0,INCLUDES
when,0,0,0,0,1,0,O,0,0,0,0,0,0,AFTER
when,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
when,1,0,0,0,0,0,since,1,0,0,0,0,0,BEGUN_BY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
before,0,0,1,0,0,0,if,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,by,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,from,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,by,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,by,1,0,0,0,0,0,IS_INCLUDED
increasingly,0,0,1,0,0,0,O,0,0,0,0,0,0,SIMULTANEOUS
O,0,0,0,0,0,0,O,0,0,0,0,0,0,SIMULTANEOUS
O,0,0,0,0,0,0,O,0,0,0,0,0,0,SIMULTANEOUS
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
as,1,0,0,0,0,0,as,1,0,0,0,0,0,BEFORE
as,0,0,0,0,1,0,since,0,0,0,0,1,0,IDENTITY
as,1,0,0,0,0,0,as,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
even,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,SIMULTANEOUS
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
soon,0,0,1,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,since,0,0,0,0,1,0,IDENTITY
O,0,0,0,0,0,0,since,0,0,0,0,1,0,AFTER
O,0,0,0,0,0,0,since,0,0,0,0,1,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,since,0,0,0,0,1,0,BEFORE
when,0,0,0,0,1,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,AFTER
when,0,0,0,0,1,0,O,0,0,0,0,0,0,BEFORE
after,1,0,0,0,0,0,after,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
when,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
as,1,0,0,0,0,0,as,1,0,0,0,0,0,BEFORE
as,1,0,0,0,0,0,as a result of,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
as,1,0,0,0,0,0,as a result of,1,0,0,0,0,0,AFTER
further,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,by,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,by,0,0,1,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
as,0,0,0,0,1,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
as,0,0,0,0,1,0,O,0,0,0,0,0,0,BEFORE
as,1,0,0,0,0,0,as,1,0,0,0,0,0,AFTER
as,0,0,1,0,0,0,from,0,0,1,0,0,0,BEFORE
before,1,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
since,1,0,0,0,0,0,since,1,0,0,0,0,0,BEGUN_BY
after,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
after,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
before,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
before,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
after,1,0,0,0,0,0,because,1,0,0,0,0,0,AFTER
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
after,1,0,0,0,0,0,because,1,0,0,0,0,0,AFTER
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
during,1,0,0,0,0,0,O,0,0,0,0,0,0,DURING
during,1,0,0,0,0,0,O,0,0,0,0,0,0,IS_INCLUDED
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
before,1,0,0,0,0,0,from,1,0,0,0,0,0,BEFORE
before,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
before,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
within,1,0,0,0,0,0,as,1,0,0,0,0,0,AFTER
before,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
through,1,0,0,0,0,0,by,1,0,0,0,0,0,IS_INCLUDED
through,1,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
quickly,1,0,0,0,0,0,so,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
former,0,0,1,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
when,0,0,0,0,1,0,if,0,0,0,0,1,0,IDENTITY
O,0,0,0,0,0,0,under,0,0,1,0,0,0,AFTER
if,0,0,0,0,0,1,if,0,0,0,0,1,0,BEFORE
if,0,0,0,1,0,0,if,0,0,0,1,0,0,AFTER
if,1,0,0,0,0,0,if,1,0,0,0,0,0,BEFORE
if,1,0,0,0,0,0,if,1,0,0,0,0,0,BEFORE
when,0,0,0,1,0,0,O,0,0,0,0,0,0,BEFORE
when,0,0,0,1,0,0,O,0,0,0,0,0,0,BEFORE
when,1,0,0,0,0,0,start,1,0,0,0,0,0,AFTER
when,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
when,0,0,0,0,1,0,O,0,0,0,0,0,0,IDENTITY
when,1,0,0,0,0,0,O,0,0,0,0,0,0,IS_INCLUDED
when,0,0,0,0,1,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,BEGUN_BY
O,0,0,0,0,0,0,from,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,from,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,from,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,under,0,0,0,1,0,0,AFTER
O,0,0,0,0,0,0,under,0,0,0,0,1,0,BEFORE
O,0,0,0,0,0,0,under,0,0,0,0,1,0,BEFORE
O,0,0,0,0,0,0,under,0,0,0,1,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,under,0,0,0,1,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,under,0,0,0,0,1,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,if,0,0,0,0,1,0,BEFORE
if,1,0,0,0,0,0,if,1,0,0,0,0,0,AFTER
if,1,0,0,0,0,0,if,1,0,0,0,0,0,BEFORE
still,1,0,0,0,0,0,if,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,if,0,0,0,0,1,0,AFTER
O,0,0,0,0,0,0,if,0,0,0,0,1,0,BEFORE
if,0,0,0,0,1,0,if,0,0,0,0,1,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
into,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
into,1,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
into,1,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,since,0,0,0,0,1,0,BEFORE
O,0,0,0,0,0,0,since,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,since,0,0,0,0,1,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
after,1,0,0,0,0,0,after,1,0,0,0,0,0,BEFORE
after,1,0,0,0,0,0,after,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
after,0,0,1,0,0,0,after,0,0,1,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
still,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IS_INCLUDED
as,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
as,1,0,0,0,0,0,as,1,0,0,0,0,0,AFTER
when,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,INCLUDES
if,1,0,0,0,0,0,if,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,if,0,0,1,0,0,0,BEGINS
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
through,1,0,0,0,0,0,so,1,0,0,0,0,0,IS_INCLUDED
O,0,0,0,0,0,0,O,0,0,0,0,0,0,IDENTITY
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
as,1,0,0,0,0,0,as,1,0,0,0,0,0,AFTER
as,1,0,0,0,0,0,as,1,0,0,0,0,0,BEFORE
as,1,0,0,0,0,0,as,1,0,0,0,0,0,BEFORE
as,1,0,0,0,0,0,as,1,0,0,0,0,0,AFTER
as,1,0,0,0,0,0,as,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,by,1,0,0,0,0,0,BEFORE
as,1,0,0,0,0,0,as,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,by,0,0,1,0,0,0,BEFORE
quickly,0,0,0,0,0,1,O,0,0,0,0,0,0,BEFORE
as,0,0,1,0,0,0,as,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
quickly,0,0,0,0,0,1,O,0,0,0,0,0,0,BEFORE
quickly,0,0,0,0,0,1,O,0,0,0,0,0,0,BEFORE
when,0,0,0,0,1,0,O,0,0,0,0,0,0,IDENTITY
quickly,1,0,0,0,0,0,O,0,0,0,0,0,0,AFTER
through,1,0,0,0,0,0,so,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,under,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,under,1,0,0,0,0,0,AFTER
when,0,0,0,0,1,0,O,0,0,0,0,0,0,IDENTITY
also,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
also,1,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
when,0,0,0,0,1,0,O,0,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,case that,0,0,1,0,0,0,BEFORE
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEFORE
because,1,0,0,0,0,0,because of,1,0,0,0,0,0,BEFORE
because,1,0,0,0,0,0,because of,1,0,0,0,0,0,BEFORE
because,0,0,1,0,0,0,from,1,0,0,0,0,0,BEFORE
O,0,0,0,0,0,0,from,1,0,0,0,0,0,AFTER
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEGINS
O,0,0,0,0,0,0,O,0,0,0,0,0,0,BEGINS
