tokenchunk1,tokenchunk2,label
the attack,1995,IS_INCLUDED
survived,1995,INCLUDES
was wounded,1995,IS_INCLUDED
the 1995 shooting,1995,IS_INCLUDED
charged,Monday,IS_INCLUDED
issued,Monday,IS_INCLUDED
performed,O,BEFORE
at least two other shootings,O,BEFORE
is wanted,O,INCLUDES
an alleged anti-abortion murder,O,BEFORE
on,O,INCLUDES
issued,Monday,IS_INCLUDED
said,O,BEFORE
an interview,O,BEFORE
received,O,BEFORE
said,O,BEFORE
its condemnation,O,INCLUDES
kept,O,BEFORE
is fighting,O,INCLUDES
trying to reach,O,BEFORE
such traditional political events,O,BEFORE
marched,O,BEFORE
were held,O,BEFORE
marched,O,BEFORE
wore,O,BEFORE
said,O,BEFORE
compared,O,BEFORE
recited,O,BEFORE
rescue,O,BEFORE
flooded,O,BEFORE
said,O,BEFORE
said,O,BEFORE
quoted,O,BEFORE
had amassed QUOTQUOT,O,BEFORE
engaged,O,BEFORE
drove,O,BEFORE
the ill-fated journey,O,BEFORE
say,O,INCLUDES
a conference,O,BEFORE
survived,O,BEFORE
wreck,O,BEFORE
an interview,Friday,IS_INCLUDED
the encounter,Friday,BEFORE
received,Friday,BEFORE
offered,Friday,IS_INCLUDED
read,Friday,IS_INCLUDED
Wednesday QUOTs meeting,Wednesday,IS_INCLUDED
backed,the past two months,IS_INCLUDED
has demanded,the past two months,IS_INCLUDED
clinging,Nov. 25,IS_INCLUDED
was rescued,Nov. 25,IS_INCLUDED
to draw,every day,IS_INCLUDED
has been using,every day,IS_INCLUDED
wore,Friday morning,IS_INCLUDED
marched,Friday morning,IS_INCLUDED
Similar events,Friday morning,IS_INCLUDED
began,Friday morning,IS_INCLUDED
wore,this year,IS_INCLUDED
fought,1898,IS_INCLUDED
held,annually,IS_INCLUDED
compared,Friday,IS_INCLUDED
rescue,two months ago,IS_INCLUDED
an international custody battle,Friday,INCLUDES
rallies,Friday,IS_INCLUDED
celebrated,Friday,IS_INCLUDED
said,Friday,IS_INCLUDED
said,Friday,IS_INCLUDED
practically kidnapped,Nov. 25,IS_INCLUDED
returned,later that year,IS_INCLUDED
had fled,later that year,BEFORE
had fled,June 1998,IS_INCLUDED
quoted,Friday,BEFORE
called,Friday,IS_INCLUDED
placed,Friday,IS_INCLUDED
say,Friday,BEFORE
a conference,Friday,IS_INCLUDED
said,Friday,IS_INCLUDED
say,O,BEFORE
dismissed,O,BEFORE
said,O,BEFORE
told,O,BEFORE
has been found,O,BEFORE
show,O,INCLUDES
was found,O,BEFORE
show,O,INCLUDES
said,O,BEFORE
the Miami relatives battle,O,INCLUDES
has ruled,O,BEFORE
was placed,O,BEFORE
said,O,BEFORE
requested,O,BEFORE
said,O,BEFORE
learning,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
a news conference,O,BEFORE
withdraw,O,BEFORE
has permitted and,O,BEFORE
objected,O,BEFORE
considering,O,INCLUDES
said,O,BEFORE
is reviewing,O,BEFORE
said,Feb. 4,IS_INCLUDED
published,daily,IS_INCLUDED
published,Thursday,IS_INCLUDED
said,Wednesday,IS_INCLUDED
told,Wednesday,IS_INCLUDED
joining,the future,IS_INCLUDED
said,Wednesday,IS_INCLUDED
was found,1997,IS_INCLUDED
was found,1991,IS_INCLUDED
show,Thursday,IS_INCLUDED
said COMMA,now,BEFORE
said,now,IS_INCLUDED
QUOTll have to look,now,AFTER
was placed,last Thanksgiving,IS_INCLUDED
requested,Thursday,IS_INCLUDED
revolution,1991,BEFORE
revolution,Thursday,BEFORE
extolled,Thursday,IS_INCLUDED
denounced,Thursday,IS_INCLUDED
a daily public rally,daily,IS_INCLUDED
has become,Thursday,BEFORE
a packed auditorium,Thursday,IS_INCLUDED
joined,Thursday,IS_INCLUDED
met,Thursday,BEFORE
the decision,future,BEFORE
introduced,this month,IS_INCLUDED
told,Thursday,IS_INCLUDED
would help keep,Thursday,AFTER
sought,Thursday,IS_INCLUDED
said,Thursday,IS_INCLUDED
agreed,this week,IS_INCLUDED
reemerged,Thursday,IS_INCLUDED
a meeting,Thursday,AFTER
a request,last week,IS_INCLUDED
considering,Thursday,IS_INCLUDED
asked,Thursday,IS_INCLUDED
is reviewing,Thursday,IS_INCLUDED
have moved to dismiss,O,BEFORE
have moved to dismiss,O,BEFORE
said,O,BEFORE
maintains,O,INCLUDES
say,O,INCLUDES
is fighting to keep,O,INCLUDES
an international custody battle,O,INCLUDES
an attempt,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
wrote,O,BEFORE
are fighting to keep,O,INCLUDES
no immediate response,O,BEFORE
published,O,BEFORE
wrote,O,BEFORE
said,O,BEFORE
ruled,last month,IS_INCLUDED
filed,Monday,IS_INCLUDED
said,Wednesday,IS_INCLUDED
say,Wednesday,IS_INCLUDED
is fighting to keep,Wednesday,IS_INCLUDED
was found,Nov. 25,IS_INCLUDED
said,Monday,IS_INCLUDED
said,Monday,IS_INCLUDED
object,Monday,IS_INCLUDED
dated,Monday,IS_INCLUDED
was published,Tuesday,IS_INCLUDED
wrote,this week,IS_INCLUDED
is subjected,Wednesday,IS_INCLUDED
is subjected,daily,IS_INCLUDED
his prolonged kidnapping,Wednesday,BEFORE
published,Wednesday,IS_INCLUDED
have moved to dismiss,O,BEFORE
said,O,BEFORE
maintains,O,INCLUDES
died to give,O,BEFORE
say,O,INCLUDES
is fighting to keep,O,INCLUDES
sank,O,BEFORE
an international custody battle,O,INCLUDES
an attempt,O,INCLUDES
had written,O,BEFORE
sitting,O,BEFORE
support,O,INCLUDES
the revolution,O,BEFORE
have said,O,BEFORE
are fighting to keep,O,INCLUDES
no immediate response,O,BEFORE
wrote,O,BEFORE
said,O,BEFORE
ruled,last month,IS_INCLUDED
filed,Monday,IS_INCLUDED
must not have written,Wednesday,BEFORE
said,Wednesday,IS_INCLUDED
was found,Nov. 25,IS_INCLUDED
said,Monday,IS_INCLUDED
dated,Monday,IS_INCLUDED
said,Monday,IS_INCLUDED
was published,Tuesday,IS_INCLUDED
had written,this week,IS_INCLUDED
called,Wednesday night,IS_INCLUDED
sitting,Wednesday night,IS_INCLUDED
gathered,Wednesday night,IS_INCLUDED
the revolution,42 years ago,IS_INCLUDED
is subjected,daily,IS_INCLUDED
lack,Wednesday,IS_INCLUDED
published,daily,IS_INCLUDED
published,Wednesday,IS_INCLUDED
his prolonged kidnapping,Wednesday,BEFORE
published,Wednesday,IS_INCLUDED
had been shared,O,BEFORE
a speech,O,BEFORE
said,O,BEFORE
denied,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
their battle,O,INCLUDES
lose,O,AFTER
told,O,BEFORE
revealed,Tuesday,IS_INCLUDED
another live television appearance,Sunday night,IS_INCLUDED
raised,Sunday night,IS_INCLUDED
might take,Tuesday,AFTER
said,Tuesday,IS_INCLUDED
continued U.S. military presence,O,INCLUDES
said,O,BEFORE
said,O,BEFORE
a crossing,O,BEFORE
his calls,O,BEFORE
said,O,BEFORE
turned,O,BEFORE
the communist government QUOTs battle,O,INCLUDES
noted,O,BEFORE
declaring,O,BEFORE
followed,O,BEFORE
waved,O,BEFORE
wearing,O,BEFORE
declared,O,BEFORE
likened,O,BEFORE
launched,O,BEFORE
paid,O,BEFORE
perished,late November,IS_INCLUDED
has cited,Saturday,BEFORE
declaring,Jan. 1 COMMA 1959,IS_INCLUDED
waged,years,IS_INCLUDED
followed,years,IS_INCLUDED
landed,Dec. 2 COMMA 1956,IS_INCLUDED
the revolutionary battle,more than four decades ago,IS_INCLUDED
a rally,Saturday,IS_INCLUDED
launched,more than four decades ago,IS_INCLUDED
paid,Saturday,IS_INCLUDED
joked,O,BEFORE
played,O,BEFORE
had said,O,BEFORE
said,O,BEFORE
have refused to sign,O,BEFORE
has given,O,BEFORE
wants,O,INCLUDES
has demanded,O,BEFORE
saying,O,INCLUDES
are fighting to keep,O,INCLUDES
the attempted crossing,O,BEFORE
died,O,BEFORE
oppose returning,O,INCLUDES
said,O,BEFORE
has proposed,O,BEFORE
announced,O,BEFORE
another dramatic move,O,BEFORE
are seeking to block,O,INCLUDES
to stay,O,AFTER
would not leave,O,BEFORE
have proposed,O,BEFORE
said,O,BEFORE
has said,O,BEFORE
said,O,BEFORE
requests,O,BEFORE
refused,O,BEFORE
a state television station broadcast,O,BEFORE
continued,O,BEFORE
read,O,BEFORE
signed,O,BEFORE
said,O,BEFORE
said,O,BEFORE
appeared,O,BEFORE
said,O,BEFORE
played,Sunday night,IS_INCLUDED
have refused to sign,today,BEFORE
to sign,9 a.m. Tuesday,BEFORE
has given,9 a.m. Tuesday,BEFORE
are fighting to keep,today,INCLUDES
sank,late November,IS_INCLUDED
died,late November,IS_INCLUDED
was rescued,late November,IS_INCLUDED
could take,a month,IS_INCLUDED
another dramatic move,today,IS_INCLUDED
to stay,today,AFTER
would give,today,AFTER
refused,Sunday,BEFORE
read,Sunday,IS_INCLUDED
continued,Sunday,IS_INCLUDED
read,Sunday,IS_INCLUDED
transport,tomorrow,IS_INCLUDED
to leave,tomorrow,IS_INCLUDED
said,Sunday,IS_INCLUDED
to leave,Tuesday,IS_INCLUDED
said,today,IS_INCLUDED
planned to apply,today,IS_INCLUDED
said,today,IS_INCLUDED
the campaign,today,INCLUDES
to show,today,IS_INCLUDED
delivered,O,BEFORE
approved,O,BEFORE
had asked,O,BEFORE
the crossing,O,BEFORE
sank,O,BEFORE
insisted,O,BEFORE
has demanded,O,BEFORE
has been battling to keep,O,INCLUDES
have been caring,O,BEFORE
said,O,BEFORE
his lightning trip,O,BEFORE
said,O,BEFORE
said,O,BEFORE
announced,O,BEFORE
came,O,BEFORE
his speech,O,BEFORE
said,O,BEFORE
told,O,BEFORE
has served,the past four months,IS_INCLUDED
had asked,this week,BEFORE
his speech,Wednesday night,IS_INCLUDED
was rescued,late November,IS_INCLUDED
said,this week,IS_INCLUDED
traveled,Wednesday,IS_INCLUDED
to see,4 in the morning,IS_INCLUDED
will leave,4 in the morning,IS_INCLUDED
would be traveling,Thursday,IS_INCLUDED
declared,Wednesday night,IS_INCLUDED
said,O,BEFORE
joined,O,BEFORE
left,O,BEFORE
said,O,BEFORE
Pigs fiasco,O,BEFORE
worried,O,BEFORE
said,O,BEFORE
dismissed,O,BEFORE
comment,O,BEFORE
have filed,O,BEFORE
said,O,BEFORE
wants to return,O,INCLUDES
insisted,O,BEFORE
has spoken,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
the custody battle,O,INCLUDES
comes,O,BEFORE
want,O,INCLUDES
wants,O,INCLUDES
have attempted to portray,O,BEFORE
say,O,BEFORE
has pushed,O,BEFORE
sank,O,BEFORE
was found clinging,O,BEFORE
said,O,BEFORE
has lived,O,BEFORE
was growing,O,INCLUDES
seeking,O,INCLUDES
has said,O,BEFORE
wants to return,O,INCLUDES
his waiting father,O,INCLUDES
has been asked,O,BEFORE
deciding,O,INCLUDES
the Elian Gonzalez custody battle,O,INCLUDES
lobbed,O,BEFORE
said,Sunday,IS_INCLUDED
this fight,Sunday,INCLUDES
tell,Sunday,IS_INCLUDED
protesters prayed,Sunday,IS_INCLUDED
left,1962,IS_INCLUDED
said,today,IS_INCLUDED
turned,today,AFTER
were betrayed,today,BEFORE
Pigs fiasco,today,BEFORE
the 39th anniversary,today,IDENTITY
would fail,today,IS_INCLUDED
worried,today,IS_INCLUDED
is claiming,today,IS_INCLUDED
the show,Sunday,IS_INCLUDED
the broadcast,Sunday,IS_INCLUDED
have filed,Sunday,BEFORE
arrived,April 6,IS_INCLUDED
suffered,November,IS_INCLUDED
said,Sunday night,IS_INCLUDED
are doing,Sunday night,BEFORE
have manipulated,Sunday night,BEFORE
said,Sunday night,IS_INCLUDED
lashed,Sunday night,IS_INCLUDED
want,Thursday,AFTER
issued,Thursday,IS_INCLUDED
say,today,INCLUDES
has pushed,today,BEFORE
fleeing,November,IS_INCLUDED
was found clinging,November,IS_INCLUDED
was found clinging,November,IS_INCLUDED
spent,Sunday night,IS_INCLUDED
said,Sunday night,IS_INCLUDED
might send,today,AFTER
has lived,five months,IS_INCLUDED
was growing,today,BEFORE
has said,today,BEFORE
his waiting father,today,IS_INCLUDED
has been asked,today,BEFORE
lobbed,today,BEFORE
returned,today,IS_INCLUDED
said,O,BEFORE
said,O,BEFORE
did not expect,O,INCLUDES
had received,O,BEFORE
said,O,BEFORE
said,O,BEFORE
has worked,O,BEFORE
has gone,O,BEFORE
actions,O,BEFORE
has responded,O,BEFORE
the opening,O,BEFORE
said,O,BEFORE
is accused,O,INCLUDES
say,O,BEFORE
the bombings,O,BEFORE
can offer,O,INCLUDES
suffered,O,BEFORE
has finished gathering,O,AFTER
is expected to be demolished,O,INCLUDES
have gone,O,BEFORE
issued,O,BEFORE
has lifted,O,BEFORE
targeted,O,BEFORE
does not want to see,O,INCLUDES
said,O,BEFORE
report,O,BEFORE
say,O,BEFORE
beginning to reap,O,BEFORE
have frightened,O,BEFORE
The bombings,O,BEFORE
has been sending,13 years,IS_INCLUDED
jumped,last year,IS_INCLUDED
jumped,1980,AFTER
The bombing,last year,AFTER
dropped,last year,IS_INCLUDED
the opening,last year,BEFORE
the bombings,now,BEFORE
says,now,IS_INCLUDED
suffered,Aug. 13,BEFORE
put,Aug. 13,IS_INCLUDED
the Aug. 7 Embassy bombings,Aug. 7,IS_INCLUDED
The bombings,years-old,AFTER
must not be allowed to succeed,O,AFTER
want,O,INCLUDES
willing,O,AFTER
better protected,O,AFTER
paid,O,BEFORE
restricting,O,INCLUDES
took,O,INCLUDES
was,O,BEFORE
declined,1992,ENDED_BY
declined,1982,BEGUN_BY
performed,O,INCLUDES
have,O,INCLUDES
obtain,O,INCLUDES
have worked to make,O,INCLUDES
have worked to make,O,INCLUDES
ongoing campaigns,O,INCLUDES
The increase,O,INCLUDES
fuel,O,INCLUDES
frequent accusations,O,INCLUDES
Such incendiary rhetoric,O,INCLUDES
a QUOTQUOT fatality,O,INCLUDES
wounded,O,INCLUDES
are QUOTQUOT working,O,INCLUDES
indicating whether,O,INCLUDES
says,O,INCLUDES
lists,O,INCLUDES
are warranted,O,INCLUDES
to issue,O,AFTER
seem,O,INCLUDES
the bombings and shootings,O,BEFORE
the bombings and shootings,O,BEFORE
have denounced,O,BEFORE
seeking to exercise,O,INCLUDES
harassing,O,INCLUDES
bombing,O,INCLUDES
shooting,O,INCLUDES
the attempt,O,INCLUDES
is,O,INCLUDES
political and judicial struggle,O,INCLUDES
imposed,O,INCLUDES
requiring,O,INCLUDES
certain procedures,O,INCLUDES
banning,O,INCLUDES
are working to dismantle,O,INCLUDES
is,O,INCLUDES
make,O,INCLUDES
have become,O,INCLUDES
Arson and bombings,O,INCLUDES
Arson and bombings,O,INCLUDES
a dozen attempted murders,last five years,IS_INCLUDED
have been,last five years,IS_INCLUDED
have been murdered,1993,BEGUN_BY
wounded,January,IS_INCLUDED
killed,January,IS_INCLUDED
bombing,January,IS_INCLUDED
the 25th anniversary,week,BEFORE
unsolved sniper shootings,1994,IS_INCLUDED
to investigate,Last week,INCLUDES
joined,Last week,IS_INCLUDED
an assault,O,IS_INCLUDED
be done,O,AFTER
has to be stationed,O,AFTER
the severest possible crackdown,O,AFTER
must be met,O,AFTER
Their repeated acts,O,BEFORE
terrorism,O,INCLUDES
has become,O,INCLUDES
His death shows,O,INCLUDES
tore,Friday,IS_INCLUDED
could not stop,Friday,IS_INCLUDED
to provide,O,BEFORE
a principled commitment,O,BEFORE
choose,O,INCLUDES
persevered,O,BEFORE
had become,past decade,IS_INCLUDED
performed,O,BEFORE
was,O,BEFORE
to perform,O,INCLUDES
risk,O,INCLUDES
the latest depraved assault,O,BEFORE
The murder,O,BEFORE
said,Monday COMMA Oct. 26,IS_INCLUDED
has gone,O,INCLUDES
works,O,INCLUDES
said,O,IS_INCLUDED
are left are,O,INCLUDES
are left are,O,INCLUDES
have moved,O,BEFORE
the 1992 protests,1992,IS_INCLUDED
led,1992,IS_INCLUDED
said,O,IS_INCLUDED
remains COMMA,O,INCLUDES
aroused,1990s,IS_INCLUDED
aroused,1980s,IS_INCLUDED
intended to shut,1992,IS_INCLUDED
started,1992,IS_INCLUDED
said,O,IS_INCLUDED
the killing,O,BEFORE
denounced,O,IS_INCLUDED
were,O,INCLUDES
said,O,IS_INCLUDED
shooting,O,IS_INCLUDED
drinking,O,IS_INCLUDED
Men smoking cigars,O,IS_INCLUDED
hoped,O,INCLUDES
said,O,IS_INCLUDED
the attack,O,BEFORE
decried,O,IS_INCLUDED
opposed,O,INCLUDES
said,O,IS_INCLUDED
call,O,INCLUDES
said,O,IS_INCLUDED
being,O,INCLUDES
try to distinguish,O,INCLUDES
think,O,INCLUDES
violent attacks,O,BEFORE
has helped lead,O,BEFORE
has helped lead,O,INCLUDES
said,O,IS_INCLUDED
called,O,IS_INCLUDED
assailed,O,IS_INCLUDED
to defend,O,IS_INCLUDED
was QUOTQUOT,O,BEFORE
said,O,IS_INCLUDED
condemned,O,IS_INCLUDED
said,O,IS_INCLUDED
called,Sunday,IS_INCLUDED
called,Sunday,IS_INCLUDED
the slaying,Sunday,BEFORE
urged,Sunday,IS_INCLUDED
called,Sunday,IS_INCLUDED
condemned,O,IS_INCLUDED
protected,O,BEFORE
shot,O,BEFORE
would want,O,INCLUDES
released,O,IS_INCLUDED
said,O,IS_INCLUDED
ending,O,BEFORE
described,O,IS_INCLUDED
expressed,O,IS_INCLUDED
was declared,over an hour,IAFTER
tried to revive,O,BEFORE
said,O,IS_INCLUDED
were watching,O,BEFORE
ricocheted,O,BEFORE
bounced,O,BEFORE
said,O,IS_INCLUDED
occurred,O,BEFORE
were,O,BEFORE
emerged,Sunday,IS_INCLUDED
said,O,IS_INCLUDED
the slaying,O,BEFORE
next week QUOTs election,next week,IS_INCLUDED
not working,O,INCLUDES
said,O,IS_INCLUDED
can have,O,INCLUDES
a homicide,Friday,IS_INCLUDED
a homicide,O,BEFORE
Trying to score,O,INCLUDES
had to be done,O,INCLUDES
to be made,O,AFTER
might be,O,INCLUDES
agreed,O,IS_INCLUDED
said,O,IS_INCLUDED
the unfortunate murder,Friday,IS_INCLUDED
the unfortunate murder,O,BEFORE
to exploit,O,INCLUDES
Eliot Spitzer QUOTs willingness,O,INCLUDES
seen,O,INCLUDES
to garner,O,INCLUDES
the murder,Friday,IS_INCLUDED
the murder,O,BEFORE
attempting to capitalize,O,INCLUDES
had QUOTQUOT sunk,O,INCLUDES
said,O,IS_INCLUDED
has,O,INCLUDES
noting,O,IS_INCLUDED
defended,O,IS_INCLUDED
would surface,O,AFTER
was QUOTQUOT,O,INCLUDES
said,O,IS_INCLUDED
elected,Election Day,IS_INCLUDED
would do,first day,IS_INCLUDED
vowing,Monday,IS_INCLUDED
called,Monday,IS_INCLUDED
became,O,BEFORE
investigated,O,BEFORE
dismantling,O,BEFORE
criticized,O,IS_INCLUDED
was replaced,1992,IS_INCLUDED
removed,1992,IS_INCLUDED
worked,1992,IS_INCLUDED
was,1992,IS_INCLUDED
had blocked,1992,IS_INCLUDED
a court order,1992,IS_INCLUDED
failing to enforce,1992,IS_INCLUDED
attacked,Sunday,IS_INCLUDED
Sunday QUOTs debate,Sunday,IS_INCLUDED
is going to be,Election Day,ENDED_BY
is going to be,O,BEGUN_BY
is going to be,O,INCLUDES
Stopping clinic violence,O,INCLUDES
Stopping clinic violence,O,INCLUDES
said,O,IS_INCLUDED
is going to make,O,INCLUDES
is going to make,O,INCLUDES
was,O,IS_INCLUDED
heightens,O,INCLUDES
added COMMA QUOTQUOT,O,IS_INCLUDED
said,O,IS_INCLUDED
was,O,INCLUDES
agree,O,INCLUDES
planned to use,O,AFTER
planned to refer,O,AFTER
planned to use,O,INCLUDES
planned to refer,O,INCLUDES
would not talk,O,IS_INCLUDED
the slaying,Friday,IS_INCLUDED
the slaying,O,BEFORE
would not comment,O,IS_INCLUDED
an incident,Friday,IS_INCLUDED
the shooting,Friday,IS_INCLUDED
brings,O,INCLUDES
to go,O,AFTER
might not consider,O,INCLUDES
to energize,O,INCLUDES
an incident,O,BEFORE
said : QUOTQUOT,O,IS_INCLUDED
was COMMA,O,BEFORE
is,O,INCLUDES
said,O,IS_INCLUDED
is not working,O,INCLUDES
the shooting,O,BEFORE
are,O,INCLUDES
said,O,IS_INCLUDED
would have been,O,INCLUDES
is considering buying,O,INCLUDES
will have,O,INCLUDES
said,O,IS_INCLUDED
attack or blockade,1994,INCLUDES
attack or blockade,1994,INCLUDES
made,1994,IS_INCLUDED
sponsored,1994,IS_INCLUDED
Clinic Entrances Act,1994,IS_INCLUDED
is intended to spotlight,Tuesday,IS_INCLUDED
is intended to spotlight,O,INCLUDES
said,O,IS_INCLUDED
the bombing,earlier this year,IS_INCLUDED
wounded,earlier this year,IS_INCLUDED
made,Friday,BEFORE
died,Friday,IS_INCLUDED
made,last week,IS_INCLUDED
to screen,Tuesday,IS_INCLUDED
a news conference,Tuesday,IS_INCLUDED
plans to hold,Tuesday,IS_INCLUDED
plans to hold,Tuesday,IS_INCLUDED
opposed,Saturday,INCLUDES
followed,Saturday,IS_INCLUDED
Saturday night QUOTs debate,Saturday,IS_INCLUDED
raised,Saturday,IS_INCLUDED
was,Saturday,IS_INCLUDED
the work,O,INCLUDES
are doing,O,INCLUDES
opposed,Saturday,INCLUDES
knew,Saturday,INCLUDES
did not know,Saturday,INCLUDES
polled said,Saturday,IS_INCLUDED
completed,Saturday,IS_INCLUDED
was tyring to draw,Friday,INCLUDES
was tyring to draw,Friday,BEFORE
the killing,Friday,IS_INCLUDED
running,O,INCLUDES
have been identified,O,INCLUDES
stood,Friday,IS_INCLUDED
was shot,Friday,IS_INCLUDED
puts,O,INCLUDES
say,O,IS_INCLUDED
has not raised,O,INCLUDES
the tight race,O,INCLUDES
to make,O,INCLUDES
has moved,O,INCLUDES
favors,O,INCLUDES
the race,O,INCLUDES
say,O,IS_INCLUDED
has become,O,INCLUDES
performed,O,BEFORE
The killing,O,BEFORE
Slepian QUOTs slaying,Oct. 23,IS_INCLUDED
leading,O,AFTER
is offering,O,INCLUDES
Slepian and four others,four years,IS_INCLUDED
the attack,Oct. 23,IS_INCLUDED
is investigating,O,INCLUDES
traveled,O,BEFORE
may be,O,INCLUDES
said,O,IS_INCLUDED
said,O,IS_INCLUDED
the murder,Oct. 23,IS_INCLUDED
may have been,O,BEFORE
quoted,O,IS_INCLUDED
traveled,O,BEFORE
want to question,O,INCLUDES
said,O,IS_INCLUDED
is,O,INCLUDES
does not know,O,INCLUDES
are pursuing,Friday,INCLUDES
said,Friday,IS_INCLUDED
is wanted,O,INCLUDES
says,O,IS_INCLUDED
performed,O,BEFORE
the Oct. 23 slaying,Oct. 23,IS_INCLUDED
was spotted,Oct. 23,IS_INCLUDED
has been,O,INCLUDES
reported,Friday,IS_INCLUDED
killed,Oct. 23,IS_INCLUDED
a female associate crossing,days,IS_INCLUDED
was seen,days,IS_INCLUDED
may have fled,O,INCLUDES
last month QUOTs shooting death,last month,IS_INCLUDED
wanted,O,INCLUDES
said,O,IS_INCLUDED
does nQUOTt make,O,INCLUDES
are interviewing,O,INCLUDES
Slepian QUOTs death,O,BEFORE
has been named,O,INCLUDES
emphasized,O,IS_INCLUDED
heard,O,INCLUDES
said,O,IS_INCLUDED
the shootings,O,BEFORE
investigating,O,INCLUDES
are believed to live,O,INCLUDES
are believed to live,O,INCLUDES
had been involved,O,BEFORE
were not,O,INCLUDES
said,O,IS_INCLUDED
said,O,IS_INCLUDED
the homicide,O,BEFORE
were,O,BEFORE
interviews,O,IS_INCLUDED
were being sought,O,BEFORE
said,O,IS_INCLUDED
took,day,IS_INCLUDED
had been sent,day,IS_INCLUDED
were trying to attend,day,IS_INCLUDED
were trying to attend,day,IS_INCLUDED
his death,day,BEFORE
showed,day,IS_INCLUDED
said,O,IS_INCLUDED
performed,O,BEFORE
four other sniper attacks,O,BEFORE
looking,O,INCLUDES
performed,O,BEFORE
was,O,BEFORE
returned,Friday COMMA Oct. 23,IS_INCLUDED
was shot,Friday COMMA Oct. 23,IS_INCLUDED
declined to comment,Saturday,IS_INCLUDED
declined to comment,Saturday,IS_INCLUDED
is being sought,Friday,INCLUDES
possible links,Friday,INCLUDES
had indicated,Friday,INCLUDES
quoted,Friday,IS_INCLUDED
played,Saturday,IS_INCLUDED
released,O,IS_INCLUDED
interviewed,O,IS_INCLUDED
had been located,O,IS_INCLUDED
did not know,O,INCLUDES
said,O,IS_INCLUDED
said,O,IS_INCLUDED
are investigating,daily,IS_INCLUDED
know,O,INCLUDES
said,O,IS_INCLUDED
interviews,day,IS_INCLUDED
are doing,day,IS_INCLUDED
the Oct. 23 killing,Oct. 23,IS_INCLUDED
was involved,Oct. 23,INCLUDES
were not termed,Thursday,IS_INCLUDED
sent,Thursday,IS_INCLUDED
were named,Thursday,IS_INCLUDED
performed,last week,BEFORE
the sniper slaying,last week,BEFORE
were sought,last week,IS_INCLUDED
released,O,IS_INCLUDED
has interviewed,O,IS_INCLUDED
Silence,Friday,IS_INCLUDED
replied : QUOTQUOT,Friday,IS_INCLUDED
a long pause,Friday,IS_INCLUDED
were asked,Friday,IS_INCLUDED
the ceremony,Friday,IS_INCLUDED
said,last year,IS_INCLUDED
to serve,O,AFTER
want,O,INCLUDES
to reassure,O,INCLUDES
has gone,O,INCLUDES
the reactions,O,INCLUDES
has been,O,INCLUDES
formalized,1997,IS_INCLUDED
created,1997,IS_INCLUDED
NATO expansion,1997,AFTER
could live,1997,AFTER
told,1997,IS_INCLUDED
looked,July,INCLUDES
vacillated,July,INCLUDES
to deal,July,INCLUDES
were turned,July,IS_INCLUDED
to meet,July,INCLUDES
had tried,July,BEFORE
announced,July,IS_INCLUDED
a summit,July,IS_INCLUDED
remembered being asked to help QUOTQUOT turn,Friday,AFTER
remembered being asked to help QUOTQUOT turn,Friday,BEGUN_BY
remembered being asked to help QUOTQUOT turn,Friday,BEFORE
remembered being asked to help QUOTQUOT turn,Friday,INCLUDES
said,Friday,IS_INCLUDED
was,1993,INCLUDES
the same dissuade,1993,AFTER
to secure,1993,AFTER
should be used,1993,AFTER
the same message,1993,IS_INCLUDED
brought,1993,IS_INCLUDED
involved,1993,IS_INCLUDED
the opening,1993,IS_INCLUDED
took,1993,IS_INCLUDED
are remembered,O,INCLUDES
These conversations,1993,IS_INCLUDED
was,1993,IS_INCLUDED
met,1993,BEFORE
the expansion,1993,BEGUN_BY
embarked,1993,IS_INCLUDED
reached,O,INCLUDES
adding,1982,IS_INCLUDED
adding,1955,IS_INCLUDED
adding,1952,IS_INCLUDED
has expanded,O,BEFORE
was brought,O,BEFORE
the collective defense,O,INCLUDES
calls,O,INCLUDES
Formed,O,BEFORE
said,O,IS_INCLUDED
created,April 4 COMMA 1949,IS_INCLUDED
signed,April 4 COMMA 1949,IS_INCLUDED
was founded,O,BEFORE
to resonate,O,IS_INCLUDED
the ceremony,O,IS_INCLUDED
wanted,O,INCLUDES
to choose,O,BEFORE
decision,O,BEFORE
is,O,INCLUDES
was chosen,Friday QUOTs,BEFORE
Friday QUOTs ceremony,Friday QUOTs,IS_INCLUDED
said,O,IS_INCLUDED
add,O,AFTER
shall prove,O,AFTER
carried,O,INCLUDES
understood,O,INCLUDES
emphasized,O,IS_INCLUDED
said,O,IS_INCLUDED
share,O,INCLUDES
to rejoin,O,IS_INCLUDED
has been,O,ENDED_BY
was returning QUOTQUOT,O,IS_INCLUDED
meant,O,BEGUN_BY
said,O,IS_INCLUDED
the 1956 uprising,1956,IS_INCLUDED
remembers,O,INCLUDES
said,O,IS_INCLUDED
become,O,BEGUN_BY
a guarantee,O,IS_INCLUDED
Accession,O,IS_INCLUDED
would become,O,IS_INCLUDED
said COMMA,O,IS_INCLUDED
