token1,token2,lemma1,lemma2,label
allowed,O,allow,O,AFTER
want,O,want,O,INCLUDES
willing,O,willing,O,AFTER
protected,O,protected,O,AFTER
paid,O,pay,O,BEFORE
restricting,O,restricting,O,INCLUDES
took,O,take,O,INCLUDES
was,O,be,O,BEFORE
declined,1992,decline,1992,ENDED_BY
declined,1982,decline,1982,BEGUN_BY
performed,O,perform,O,INCLUDES
have,O,have,O,INCLUDES
obtain,O,obtain,O,INCLUDES
make,O,make,O,INCLUDES
worked,O,work,O,INCLUDES
campaigns,O,campaign,O,INCLUDES
increase,O,increase,O,INCLUDES
fuel,O,fuel,O,INCLUDES
accusations,O,accusation,O,INCLUDES
rhetoric,O,rhetoric,O,INCLUDES
fatality,O,fatality,O,INCLUDES
wounded,O,wound,O,INCLUDES
working,O,working,O,INCLUDES
indicating,O,indicate,O,INCLUDES
says,O,say,O,INCLUDES
lists,O,list,O,INCLUDES
warranted,O,warrant,O,INCLUDES
issue,O,issue,O,AFTER
seem,O,seem,O,INCLUDES
shootings,O,shooting,O,BEFORE
bombings,O,bombing,O,BEFORE
denounced,O,denounce,O,BEFORE
seeking,O,seek,O,INCLUDES
harassing,O,harass,O,INCLUDES
bombing,O,bomb,O,INCLUDES
shooting,O,shoot,O,INCLUDES
attempt,O,attempt,O,INCLUDES
is,O,be,O,INCLUDES
struggle,O,struggle,O,INCLUDES
imposed,O,impose,O,INCLUDES
requiring,O,require,O,INCLUDES
procedures,O,procedure,O,INCLUDES
banning,O,ban,O,INCLUDES
working,O,work,O,INCLUDES
is,O,be,O,INCLUDES
make,O,make,O,INCLUDES
become,O,become,O,INCLUDES
bombings,O,bombing,O,INCLUDES
Arson,O,arson,O,INCLUDES
murders,last five years,murder,last five year,IS_INCLUDED
been,last five years,be,last five year,IS_INCLUDED
murdered,1993,murder,1993,BEGUN_BY
wounded,January,wound,january,IS_INCLUDED
killed,January,kill,january,IS_INCLUDED
bombing,January,bombing,january,IS_INCLUDED
anniversary,week,anniversary,week,BEFORE
shootings,1994,shooting,1994,IS_INCLUDED
investigate,Last week,investigate,last week,INCLUDES
joined,Last week,join,last week,IS_INCLUDED
assault,O,assault,O,IS_INCLUDED
done,O,do,O,AFTER
stationed,O,station,O,AFTER
crackdown,O,crackdown,O,AFTER
met,O,meet,O,AFTER
acts,O,act,O,BEFORE
terrorism,O,terrorism,O,INCLUDES
become,O,become,O,INCLUDES
shows,O,show,O,INCLUDES
tore,Friday,tear,friday,IS_INCLUDED
stop,Friday,stop,friday,IS_INCLUDED
provide,O,provide,O,BEFORE
commitment,O,commitment,O,BEFORE
choose,O,choose,O,INCLUDES
persevered,O,persevere,O,BEFORE
become,past decade,become,past decade,IS_INCLUDED
performed,O,perform,O,BEFORE
was,O,be,O,BEFORE
perform,O,perform,O,INCLUDES
risk,O,risk,O,INCLUDES
assault,O,assault,O,BEFORE
murder,O,murder,O,BEFORE
said,Monday COMMA Oct. 26,say,monday COMMA oct. 26,IS_INCLUDED
gone,O,go,O,INCLUDES
works,O,work,O,INCLUDES
said,O,say,O,IS_INCLUDED
are,O,be,O,INCLUDES
left,O,leave,O,INCLUDES
moved,O,move,O,BEFORE
protests,1992,protest,1992,IS_INCLUDED
led,1992,lead,1992,IS_INCLUDED
said,O,say,O,IS_INCLUDED
remains,O,remain,O,INCLUDES
aroused,1990s,arouse,1990s,IS_INCLUDED
aroused,1980s,arouse,1980s,IS_INCLUDED
intended,1992,intend,1992,IS_INCLUDED
started,1992,start,1992,IS_INCLUDED
said,O,say,O,IS_INCLUDED
killing,O,kill,O,BEFORE
denounced,O,denounce,O,IS_INCLUDED
were,O,be,O,INCLUDES
said,O,say,O,IS_INCLUDED
shooting,O,shooting,O,IS_INCLUDED
drinking,O,drink,O,IS_INCLUDED
smoking,O,smoke,O,IS_INCLUDED
hoped,O,hope,O,INCLUDES
said,O,say,O,IS_INCLUDED
attack,O,attack,O,BEFORE
decried,O,decry,O,IS_INCLUDED
opposed,O,oppose,O,INCLUDES
said,O,say,O,IS_INCLUDED
call,O,call,O,INCLUDES
said,O,say,O,IS_INCLUDED
being,O,be,O,INCLUDES
try,O,try,O,INCLUDES
think,O,think,O,INCLUDES
attacks,O,attack,O,BEFORE
lead,O,lead,O,BEFORE
helped,O,help,O,INCLUDES
said,O,say,O,IS_INCLUDED
called,O,call,O,IS_INCLUDED
assailed,O,assail,O,IS_INCLUDED
defend,O,defend,O,IS_INCLUDED
was,O,be,O,BEFORE
said,O,say,O,IS_INCLUDED
condemned,O,condemn,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
called,Sunday,call,sunday,IS_INCLUDED
called,Sunday,call,sunday,IS_INCLUDED
slaying,Sunday,slaying,sunday,BEFORE
urged,Sunday,urge,sunday,IS_INCLUDED
called,Sunday,call,sunday,IS_INCLUDED
condemned,O,condemn,O,IS_INCLUDED
protected,O,protect,O,BEFORE
shot,O,shoot,O,BEFORE
want,O,want,O,INCLUDES
released,O,release,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
ending,O,end,O,BEFORE
described,O,describe,O,IS_INCLUDED
expressed,O,express,O,IS_INCLUDED
declared,over an hour,declare,over a hour,IAFTER
tried,O,try,O,BEFORE
said,O,say,O,IS_INCLUDED
watching,O,watch,O,BEFORE
ricocheted,O,ricochet,O,BEFORE
bounced,O,bounce,O,BEFORE
said,O,say,O,IS_INCLUDED
occurred,O,occur,O,BEFORE
were,O,be,O,BEFORE
emerged,Sunday,emerge,sunday,IS_INCLUDED
said,O,say,O,IS_INCLUDED
slaying,O,slaying,O,BEFORE
election,next week,election,next week,IS_INCLUDED
working,O,work,O,INCLUDES
said,O,say,O,IS_INCLUDED
have,O,have,O,INCLUDES
homicide,Friday,homicide,friday,IS_INCLUDED
homicide,O,homicide,O,BEFORE
Trying,O,try,O,INCLUDES
had,O,have,O,INCLUDES
made,O,make,O,AFTER
be,O,be,O,INCLUDES
agreed,O,agree,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
murder,Friday,murder,friday,IS_INCLUDED
murder,O,murder,O,BEFORE
exploit,O,exploit,O,INCLUDES
willingness,O,willingness,O,INCLUDES
seen,O,see,O,INCLUDES
garner,O,garner,O,INCLUDES
murder,Friday,murder,friday,IS_INCLUDED
murder,O,murder,O,BEFORE
attempting,O,attempt,O,INCLUDES
sunk,O,sink,O,INCLUDES
said,O,say,O,IS_INCLUDED
has,O,have,O,INCLUDES
noting,O,note,O,IS_INCLUDED
defended,O,defend,O,IS_INCLUDED
surface,O,surface,O,AFTER
was,O,be,O,INCLUDES
said,O,say,O,IS_INCLUDED
elected,Election Day,elect,election day,IS_INCLUDED
do,first day,do,1 day,IS_INCLUDED
vowing,Monday,vow,monday,IS_INCLUDED
called,Monday,call,monday,IS_INCLUDED
became,O,become,O,BEFORE
investigated,O,investigate,O,BEFORE
dismantling,O,dismantle,O,BEFORE
criticized,O,criticize,O,IS_INCLUDED
replaced,1992,replace,1992,IS_INCLUDED
removed,1992,remove,1992,IS_INCLUDED
worked,1992,work,1992,IS_INCLUDED
was,1992,be,1992,IS_INCLUDED
blocked,1992,block,1992,IS_INCLUDED
order,1992,order,1992,IS_INCLUDED
failing,1992,fail,1992,IS_INCLUDED
attacked,Sunday,attack,sunday,IS_INCLUDED
debate,Sunday,debate,sunday,IS_INCLUDED
be,Election Day,be,election day,ENDED_BY
be,O,be,O,BEGUN_BY
going,O,go,O,INCLUDES
violence,O,violence,O,INCLUDES
Stopping,O,stopping,O,INCLUDES
said,O,say,O,IS_INCLUDED
make,O,make,O,INCLUDES
going,O,go,O,INCLUDES
was,O,be,O,IS_INCLUDED
heightens,O,heighten,O,INCLUDES
added,O,add,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
was,O,be,O,INCLUDES
agree,O,agree,O,INCLUDES
use,O,use,O,AFTER
refer,O,refer,O,AFTER
planned,O,plan,O,INCLUDES
planned,O,plan,O,INCLUDES
talk,O,talk,O,IS_INCLUDED
slaying,Friday,slaying,friday,IS_INCLUDED
slaying,O,slaying,O,BEFORE
comment,O,comment,O,IS_INCLUDED
incident,Friday,incident,friday,IS_INCLUDED
shooting,Friday,shooting,friday,IS_INCLUDED
brings,O,bring,O,INCLUDES
go,O,go,O,AFTER
consider,O,consider,O,INCLUDES
energize,O,energize,O,INCLUDES
incident,O,incident,O,BEFORE
said,O,say,O,IS_INCLUDED
was,O,be,O,BEFORE
is,O,be,O,INCLUDES
said,O,say,O,IS_INCLUDED
working,O,work,O,INCLUDES
shooting,O,shooting,O,BEFORE
are,O,be,O,INCLUDES
said,O,say,O,IS_INCLUDED
been,O,be,O,INCLUDES
considering,O,consider,O,INCLUDES
have,O,have,O,INCLUDES
said,O,say,O,IS_INCLUDED
blockade,1994,blockade,1994,INCLUDES
attack,1994,attack,1994,INCLUDES
made,1994,make,1994,IS_INCLUDED
sponsored,1994,sponsor,1994,IS_INCLUDED
Act,1994,act,1994,IS_INCLUDED
spotlight,Tuesday,spotlight,tuesday,IS_INCLUDED
intended,O,intend,O,INCLUDES
said,O,say,O,IS_INCLUDED
bombing,earlier this year,bombing,earlier this year,IS_INCLUDED
wounded,earlier this year,wound,earlier this year,IS_INCLUDED
made,Friday,make,friday,BEFORE
died,Friday,die,friday,IS_INCLUDED
made,last week,make,last week,IS_INCLUDED
screen,Tuesday,screen,tuesday,IS_INCLUDED
conference,Tuesday,conference,tuesday,IS_INCLUDED
hold,Tuesday,hold,tuesday,IS_INCLUDED
plans,Tuesday,plan,tuesday,IS_INCLUDED
opposed,Saturday,oppose,saturday,INCLUDES
followed,Saturday,follow,saturday,IS_INCLUDED
debate,Saturday,debate,saturday,IS_INCLUDED
raised,Saturday,raise,saturday,IS_INCLUDED
was,Saturday,be,saturday,IS_INCLUDED
work,O,work,O,INCLUDES
doing,O,do,O,INCLUDES
opposed,Saturday,oppose,saturday,INCLUDES
knew,Saturday,know,saturday,INCLUDES
know,Saturday,know,saturday,INCLUDES
said,Saturday,say,saturday,IS_INCLUDED
completed,Saturday,complete,saturday,IS_INCLUDED
draw,Friday,draw,friday,INCLUDES
tyring,Friday,tyre,friday,BEFORE
killing,Friday,killing,friday,IS_INCLUDED
running,O,run,O,INCLUDES
identified,O,identify,O,INCLUDES
stood,Friday,stand,friday,IS_INCLUDED
shot,Friday,shoot,friday,IS_INCLUDED
puts,O,put,O,INCLUDES
say,O,say,O,IS_INCLUDED
raised,O,raise,O,INCLUDES
race,O,race,O,INCLUDES
make,O,make,O,INCLUDES
moved,O,move,O,INCLUDES
favors,O,favor,O,INCLUDES
race,O,race,O,INCLUDES
say,O,say,O,IS_INCLUDED
become,O,become,O,INCLUDES
performed,O,perform,O,BEFORE
killing,O,kill,O,BEFORE
slaying,Oct. 23,slaying,oct. 23,IS_INCLUDED
leading,O,lead,O,AFTER
offering,O,offer,O,INCLUDES
others,four years,other,four year,IS_INCLUDED
attack,Oct. 23,attack,oct. 23,IS_INCLUDED
investigating,O,investigate,O,INCLUDES
traveled,O,travel,O,BEFORE
be,O,be,O,INCLUDES
said,O,say,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
murder,Oct. 23,murder,oct. 23,IS_INCLUDED
been,O,be,O,BEFORE
quoted,O,quote,O,IS_INCLUDED
traveled,O,travel,O,BEFORE
want,O,want,O,INCLUDES
said,O,say,O,IS_INCLUDED
is,O,be,O,INCLUDES
know,O,know,O,INCLUDES
pursuing,Friday,pursue,friday,INCLUDES
said,Friday,say,friday,IS_INCLUDED
wanted,O,want,O,INCLUDES
says,O,say,O,IS_INCLUDED
performed,O,perform,O,BEFORE
slaying,Oct. 23,slaying,oct. 23,IS_INCLUDED
spotted,Oct. 23,spot,oct. 23,IS_INCLUDED
been,O,be,O,INCLUDES
reported,Friday,report,friday,IS_INCLUDED
killed,Oct. 23,kill,oct. 23,IS_INCLUDED
crossing,days,cross,day,IS_INCLUDED
seen,days,see,day,IS_INCLUDED
fled,O,flee,O,INCLUDES
death,last month,death,last month,IS_INCLUDED
wanted,O,want,O,INCLUDES
said,O,say,O,IS_INCLUDED
make,O,make,O,INCLUDES
interviewing,O,interview,O,INCLUDES
death,O,death,O,BEFORE
named,O,name,O,INCLUDES
emphasized,O,emphasize,O,IS_INCLUDED
heard,O,hear,O,INCLUDES
said,O,say,O,IS_INCLUDED
shootings,O,shooting,O,BEFORE
investigating,O,investigate,O,INCLUDES
live,O,live,O,INCLUDES
believed,O,believe,O,INCLUDES
involved,O,involve,O,BEFORE
were,O,be,O,INCLUDES
said,O,say,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
homicide,O,homicide,O,BEFORE
were,O,be,O,BEFORE
interviews,O,interview,O,IS_INCLUDED
sought,O,seek,O,BEFORE
said,O,say,O,IS_INCLUDED
took,day,take,day,IS_INCLUDED
sent,day,send,day,IS_INCLUDED
attend,day,attend,day,IS_INCLUDED
trying,day,try,day,IS_INCLUDED
death,day,death,day,BEFORE
showed,day,show,day,IS_INCLUDED
said,O,say,O,IS_INCLUDED
performed,O,perform,O,BEFORE
attacks,O,attack,O,BEFORE
looking,O,look,O,INCLUDES
performed,O,perform,O,BEFORE
was,O,be,O,BEFORE
returned,Friday COMMA Oct. 23,return,friday COMMA oct. 23,IS_INCLUDED
shot,Friday COMMA Oct. 23,shoot,friday COMMA oct. 23,IS_INCLUDED
comment,Saturday,comment,saturday,IS_INCLUDED
declined,Saturday,decline,saturday,IS_INCLUDED
sought,Friday,seek,friday,INCLUDES
links,Friday,link,friday,INCLUDES
indicated,Friday,indicate,friday,INCLUDES
quoted,Friday,quote,friday,IS_INCLUDED
played,Saturday,play,saturday,IS_INCLUDED
released,O,release,O,IS_INCLUDED
interviewed,O,interview,O,IS_INCLUDED
located,O,locate,O,IS_INCLUDED
know,O,know,O,INCLUDES
said,O,say,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
investigating,daily,investigate,daily,IS_INCLUDED
know,O,know,O,INCLUDES
said,O,say,O,IS_INCLUDED
interviews,day,interview,day,IS_INCLUDED
doing,day,do,day,IS_INCLUDED
killing,Oct. 23,kill,oct. 23,IS_INCLUDED
involved,Oct. 23,involve,oct. 23,INCLUDES
termed,Thursday,term,thursday,IS_INCLUDED
sent,Thursday,send,thursday,IS_INCLUDED
named,Thursday,name,thursday,IS_INCLUDED
performed,last week,perform,last week,BEFORE
slaying,last week,slaying,last week,BEFORE
sought,last week,seek,last week,IS_INCLUDED
released,O,release,O,IS_INCLUDED
interviewed,O,interview,O,IS_INCLUDED
Silence,Friday,silence,friday,IS_INCLUDED
replied,Friday,reply,friday,IS_INCLUDED
pause,Friday,pause,friday,IS_INCLUDED
asked,Friday,ask,friday,IS_INCLUDED
ceremony,Friday,ceremony,friday,IS_INCLUDED
said,last year,say,last year,IS_INCLUDED
serve,O,serve,O,AFTER
want,O,want,O,INCLUDES
reassure,O,reassure,O,INCLUDES
gone,O,go,O,INCLUDES
reactions,O,reaction,O,INCLUDES
been,O,be,O,INCLUDES
formalized,1997,formalize,1997,IS_INCLUDED
created,1997,create,1997,IS_INCLUDED
expansion,1997,expansion,1997,AFTER
live,1997,live,1997,AFTER
told,1997,tell,1997,IS_INCLUDED
looked,July,look,july,INCLUDES
vacillated,July,vacillate,july,INCLUDES
deal,July,deal,july,INCLUDES
turned,July,turn,july,IS_INCLUDED
meet,July,meet,july,INCLUDES
tried,July,try,july,BEFORE
announced,July,announce,july,IS_INCLUDED
summit,July,summit,july,IS_INCLUDED
turn,Friday,turn,friday,AFTER
help,Friday,help,friday,BEGUN_BY
asked,Friday,ask,friday,BEFORE
remembered,Friday,remember,friday,INCLUDES
said,Friday,say,friday,IS_INCLUDED
was,1993,be,1993,INCLUDES
dissuade,1993,dissuade,1993,AFTER
secure,1993,secure,1993,AFTER
used,1993,use,1993,AFTER
message,1993,message,1993,IS_INCLUDED
brought,1993,bring,1993,IS_INCLUDED
involved,1993,involve,1993,IS_INCLUDED
opening,1993,opening,1993,IS_INCLUDED
took,1993,take,1993,IS_INCLUDED
remembered,O,remember,O,INCLUDES
conversations,1993,conversation,1993,IS_INCLUDED
was,1993,be,1993,IS_INCLUDED
met,1993,meet,1993,BEFORE
expansion,1993,expansion,1993,BEGUN_BY
embarked,1993,embark,1993,IS_INCLUDED
reached,O,reach,O,INCLUDES
adding,1982,add,1982,IS_INCLUDED
adding,1955,add,1955,IS_INCLUDED
adding,1952,add,1952,IS_INCLUDED
expanded,O,expand,O,BEFORE
brought,O,bring,O,BEFORE
defense,O,defense,O,INCLUDES
calls,O,call,O,INCLUDES
Formed,O,form,O,BEFORE
said,O,say,O,IS_INCLUDED
created,April 4 COMMA 1949,create,april 4 COMMA 1949,IS_INCLUDED
signed,April 4 COMMA 1949,sign,april 4 COMMA 1949,IS_INCLUDED
founded,O,found,O,BEFORE
resonate,O,resonate,O,IS_INCLUDED
ceremony,O,ceremony,O,IS_INCLUDED
wanted,O,want,O,INCLUDES
choose,O,choose,O,BEFORE
decision,O,decision,O,BEFORE
is,O,be,O,INCLUDES
chosen,Friday QUOTs,choose,friday QUOTs,BEFORE
ceremony,Friday QUOTs,ceremony,friday QUOTs,IS_INCLUDED
said,O,say,O,IS_INCLUDED
add,O,add,O,AFTER
prove,O,prove,O,AFTER
carried,O,carry,O,INCLUDES
understood,O,understand,O,INCLUDES
emphasized,O,emphasize,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
share,O,share,O,INCLUDES
rejoin,O,rejoin,O,IS_INCLUDED
been,O,be,O,ENDED_BY
returning,O,return,O,IS_INCLUDED
meant,O,mean,O,BEGUN_BY
said,O,say,O,IS_INCLUDED
uprising,1956,uprising,1956,IS_INCLUDED
remembers,O,remember,O,INCLUDES
said,O,say,O,IS_INCLUDED
become,O,become,O,BEGUN_BY
guarantee,O,guarantee,O,IS_INCLUDED
Accession,O,accession,O,IS_INCLUDED
become,O,become,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
dreamed,O,dream,O,BEFORE
fall,O,fall,O,BEFORE
believing,O,believe,O,BEFORE
work,O,work,O,BEFORE
remained,O,remain,O,BEFORE
said,O,say,O,IS_INCLUDED
invaded,1968,invade,1968,IS_INCLUDED
lived,1989,live,1989,ENDED_BY
lived,1968,live,1968,BEGUN_BY
comes,today,come,today,IS_INCLUDED
said,O,say,O,IS_INCLUDED
win,O,win,O,BEFORE
helped,O,help,O,BEFORE
showed,O,show,O,INCLUDES
won,1989,win,1989,IS_INCLUDED
brought,O,bring,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
era,O,era,O,BEFORE
was,O,be,O,BEFORE
said,O,say,O,IS_INCLUDED
belonged,O,belong,O,INCLUDES
returns,O,return,O,IS_INCLUDED
stressed,O,stress,O,IS_INCLUDED
homecoming,O,homecoming,O,IS_INCLUDED
buy,coming years,buy,come year,IS_INCLUDED
agree,O,agree,O,BEFORE
organize,O,organize,O,BEFORE
cut,O,cut,O,BEFORE
had,O,have,O,BEFORE
meet,O,meet,O,INCLUDES
belonged,O,belong,O,IS_INCLUDED
agree,O,agree,O,INCLUDES
referring,O,refer,O,IS_INCLUDED
added,O,add,O,IS_INCLUDED
spelling,O,spell,O,INCLUDES
be,O,be,O,INCLUDES
said,O,say,O,IS_INCLUDED
make,O,make,O,INCLUDES
has,O,have,O,INCLUDES
is,O,be,O,INCLUDES
enforcement,O,enforcement,O,INCLUDES
explaining,O,explain,O,INCLUDES
be,O,be,O,INCLUDES
enforce,O,enforce,O,INCLUDES
was,O,be,O,INCLUDES
insisted,O,insist,O,IS_INCLUDED
resisting,O,resist,O,INCLUDES
posed,O,pose,O,INCLUDES
responds,next month,responds,next month,IS_INCLUDED
initiative,next month,initiative,next month,IS_INCLUDED
produce,next month,produce,next month,IS_INCLUDED
said,O,say,O,IS_INCLUDED
summit,next month,summit,next month,IS_INCLUDED
be,O,be,O,AFTER
face,O,face,O,INCLUDES
know,O,know,O,INCLUDES
face,O,face,O,INCLUDES
ready,O,ready,O,INCLUDES
said,O,say,O,IS_INCLUDED
aftermath,O,aftermath,O,BEFORE
defend,O,defend,O,IS_INCLUDED
celebrate,next month,celebrate,next month,IS_INCLUDED
articulate,O,articulate,O,IS_INCLUDED
speech,O,speech,O,IS_INCLUDED
used,O,use,O,IS_INCLUDED
drawn,O,draw,O,BEFORE
replacing,O,replace,O,INCLUDES
erasing,O,erase,O,INCLUDES
continue,O,continue,O,INCLUDES
do,O,do,O,BEFORE
helped,O,help,O,BEFORE
do,O,do,O,BEGUN_BY
countered,O,counter,O,IS_INCLUDED
flanked,O,flank,O,IS_INCLUDED
sat,O,sit,O,IS_INCLUDED
speech,O,speech,O,IS_INCLUDED
moved,Friday,move,friday,IS_INCLUDED
antagonize,O,antagonize,O,INCLUDES
draw,O,draw,O,INCLUDES
welcoming,O,welcome,O,IS_INCLUDED
argued,O,argue,O,INCLUDES
faced,O,face,O,INCLUDES
collapse,10 years ago,collapse,10 year ago,IS_INCLUDED
gains,10 years ago,gain,10 year ago,AFTER
cement,10 years ago,cement,10 year ago,BEGUN_BY
said,O,say,O,INCLUDES
desire,10 years ago,desire,10 year ago,BEGUN_BY
grew,10 years ago,grow,10 year ago,BEGUN_BY
been,O,be,O,ENDED_BY
enlargement,O,enlargement,O,IS_INCLUDED
respects,O,respect,O,INCLUDES
been,O,be,O,ENDED_BY
statement,O,statement,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
raised,O,raise,O,IS_INCLUDED
raised,O,raise,O,IS_INCLUDED
lit,O,light,O,IS_INCLUDED
celebrations,O,celebration,O,IS_INCLUDED
marked,O,mark,O,IS_INCLUDED
said,O,say,O,IS_INCLUDED
quote,O,quote,O,IS_INCLUDED
led,six year,lead,six year,IS_INCLUDED
process,six year,process,six year,IS_INCLUDED
joining,six year,join,six year,ENDS
joining,O,join,O,IS_INCLUDED
made,O,make,O,IS_INCLUDED
takeover,1948,takeover,1948,IS_INCLUDED
fled,1948,flee,1948,AFTER
born,1948,bear,1948,BEFORE
sign,O,sign,O,IS_INCLUDED
held,O,hold,O,IS_INCLUDED
signed,O,sign,O,IS_INCLUDED
watched,O,watch,O,IS_INCLUDED
ceremony,O,ceremony,O,IS_INCLUDED
opening,Friday,open,friday,IS_INCLUDED
War,Friday,war,friday,BEFORE
domination,Friday,domination,friday,ENDED_BY
began,Friday,begin,friday,BEFORE
ending,Friday,end,friday,IS_INCLUDED
embraced,Friday,embrace,friday,IS_INCLUDED
is,O,be,O,INCLUDES
chatting,10 p.m.,chat,10 p.m.,IS_INCLUDED
stood,10 p.m.,stand,10 p.m.,IS_INCLUDED
shot,10 p.m.,shoot,10 p.m.,IS_INCLUDED
prohibit,O,prohibit,O,INCLUDES
tied,O,tie,O,AFTER
commit,O,commit,O,BEFORE
crossing,O,cross,O,BEFORE
act,O,act,O,BEFORE
use,O,use,O,BEFORE
violence,O,violence,O,BEFORE
be,O,be,O,AFTER
said,O,say,O,IS_INCLUDED
pursued,O,pursue,O,INCLUDES
discuss,O,discuss,O,IS_INCLUDED
declined,O,decline,O,IS_INCLUDED
found,O,find,O,AFTER
prosecute,O,prosecute,O,AFTER
make,O,make,O,AFTER
prosecute,O,prosecute,O,AFTER
giving,O,give,O,AFTER
precede,O,precede,O,AFTER
charged,O,charge,O,AFTER
caught,O,catch,O,AFTER
killed,1997,kill,1997,IS_INCLUDED
shot,1997,shoot,1997,IS_INCLUDED
perform,1997,perform,1997,INCLUDES
killed,1995,kill,1995,IS_INCLUDED
shot,1995,shoot,1995,IS_INCLUDED
perform,1995,perform,1995,INCLUDES
killed,1994,kill,1994,IS_INCLUDED
shot,1994,shoot,1994,IS_INCLUDED
perform,1994,perform,1994,INCLUDES
killed,days,kill,day,IS_INCLUDED
shot,days,shoot,day,IS_INCLUDED
perform,days,perform,day,INCLUDES
crossing,days,cross,day,IS_INCLUDED
crossing,1997,cross,1997,IS_INCLUDED
crossing,1995,cross,1995,IS_INCLUDED
crossing,1994,cross,1994,IS_INCLUDED
shooting,6 a.m. ten,shooting,6 a.m. ten,AFTER
spotted,6 a.m. ten,spot,6 a.m. ten,IS_INCLUDED
matching,O,matching,O,AFTER
found,O,find,O,BEFORE
includes,O,include,O,INCLUDES
present,O,present,O,AFTER
said,O,say,O,IS_INCLUDED
slaying,O,slaying,O,BEFORE
used,O,use,O,BEFORE
resembles,O,resemble,O,INCLUDES
said,O,say,O,BEFORE
undergoing,O,undergo,O,INCLUDES
buried,April 8,bury,april 8,INCLUDES
discovered,April 8,discover,april 8,IS_INCLUDED
decision,O,decision,O,IS_INCLUDED
was,O,be,O,INCLUDES
finding,O,finding,O,BEFORE
said,O,say,O,IS_INCLUDED
is,O,be,O,INCLUDES
have,O,have,O,INCLUDES
admitted,O,admit,O,INCLUDES
be,O,be,O,INCLUDES
wanted,O,want,O,INCLUDES
said,O,say,O,IS_INCLUDED
sought,O,seek,O,INCLUDES
traveling,years,travel,year,IS_INCLUDED
fallen,O,fall,O,INCLUDES
is,O,be,O,INCLUDES
saying,O,say,O,INCLUDES
interview,Monday,interview,monday,IS_INCLUDED
said,Monday,say,monday,IS_INCLUDED
introduce,O,introduce,O,AFTER
want,O,want,O,INCLUDES
know,O,know,O,INCLUDES
gotten,O,get,O,INCLUDES
support,O,support,O,INCLUDES
amassed,O,amass,O,INCLUDES
suggests,O,suggest,O,IS_INCLUDED
presenting,O,present,O,AFTER
begin,O,begin,O,AFTER
decision,O,decision,O,IS_INCLUDED
shot,Oct. 23,shoot,oct. 23,IS_INCLUDED
was,Oct. 23,be,oct. 23,INCLUDES
prohibit,O,prohibit,O,INCLUDES
slaying,O,slay,O,BEFORE
addressing,O,address,O,INCLUDES
presenting,next week,present,next week,IS_INCLUDED
begin,next week,begin,next week,IS_INCLUDED
slaying,October,slaying,october,IS_INCLUDED
gathered,O,gather,O,INCLUDES
say,O,say,O,IS_INCLUDED
finding,11 days ago,finding,11 day ago,IS_INCLUDED
wrote,10 days,write,10 day,IS_INCLUDED
parked,10 days,park,10 day,IS_INCLUDED
curious,10 days,curious,10 day,IS_INCLUDED
murder,Oct. 23,murder,oct. 23,IS_INCLUDED
murder,10 days,murder,10 day,AFTER
observed,10 days,observe,10 day,IS_INCLUDED
observed,6 a.m.,observe,6 a.m.,IS_INCLUDED
slaying,Oct. 23,slaying,oct. 23,IS_INCLUDED
slaying,two weeks,slaying,two week,BEFORE
emerged,two weeks,emerge,two week,IS_INCLUDED
were,O,be,O,INCLUDES
appears,O,appear,O,INCLUDES
shooting,Oct. 23,shooting,oct. 23,IS_INCLUDED
fled,Oct. 23,flee,oct. 23,IS_INCLUDED
reburied,Oct. 23,reburied,oct. 23,IS_INCLUDED
fire,Oct. 23,fire,oct. 23,IS_INCLUDED
unearthed,Oct. 23,unearth,oct. 23,IS_INCLUDED
shooting,days,shooting,day,AFTER
buried,days,bury,day,IS_INCLUDED
shooting,Oct. 23,shooting,oct. 23,IS_INCLUDED
think,O,think,O,INCLUDES
said,O,say,O,IS_INCLUDED
buried,April 8,bury,april 8,INCLUDES
unearthed,April 8,unearth,april 8,IS_INCLUDED
searched,April 8,search,april 8,IS_INCLUDED
carrying,April 8,carry,april 8,BEFORE
seen,April 8,see,april 8,BEFORE
fearing,April 8,fear,april 8,BEFORE
emerged,April 8,emerge,april 8,BEFORE
wondering,April 8,wonder,april 8,IS_INCLUDED
recovered,O,recover,O,INCLUDES
chatting,Oct. 23,chatting,oct. 23,IS_INCLUDED
stood,Oct. 23,stand,oct. 23,IS_INCLUDED
shot,Oct. 23,shoot,oct. 23,IS_INCLUDED
was,O,be,O,BEFORE
face,O,face,O,AFTER
convicted,O,convict,O,AFTER
indicted,O,indict,O,AFTER
convicted,O,convict,O,INCLUDES
provides,O,provide,O,INCLUDES
charged,O,charge,O,INCLUDES
