@relation te3-ee

@attribute token1 {0,1}
@attribute token2 {0,1}
@attribute lemma1 {0,1}
@attribute lemma2 {0,1}
@attribute tokenchunk1 {0,1}
@attribute tokenchunk2 {0,1}
@attribute tempMarkerText {0,1}
@attribute causMarkerText {0,1}
@attribute label {BEFORE, AFTER, IBEFORE, IAFTER, IDENTITY, SIMULTANEOUS, INCLUDES, IS_INCLUDED, DURING, DURING_INV, BEGINS, BEGUN_BY, ENDS, ENDED_BY}

@data
hearing,battle,hearing,battle,hearing,the custody battle,also,O,AFTER
wrote,hearing,write,hearing,wrote,hearing,earlier,O,AFTER
saying,recognize,say,recognize,saying,does not recognize,also,O,AFTER
wrote,saying,write,say,wrote,saying,earlier,O,INCLUDES
demanding,saying,demand,say,demanding,saying,also,O,SIMULTANEOUS
demanding,returned,demand,return,demanding,be returned,also,O,BEFORE
wrote,demanding,write,demand,wrote,demanding,earlier,O,INCLUDES
said,think,say,think,have said,think,O,by,AFTER
fighting,said,fight,say,are fighting to keep,have said,O,keep,AFTER
fighting,keep,fight,keep,are fighting to keep,are fighting to keep,O,O,BEFORE
request,fighting,request,fight,the request,are fighting to keep,O,O,SIMULTANEOUS
request,opposed,request,oppose,the request,to be opposed,O,O,BEFORE
response,request,response,request,no immediate response,the request,O,from,AFTER
wants,request,want,request,wants,the request,O,O,IDENTITY
published,response,publish,response,published,no immediate response,O,O,BEFORE
published,lack,publish,lack,published,lack,O,O,BEFORE
wrote,published,write,publish,wrote,published,O,O,BEFORE
kidnapping,wrote,kidnapping,write,his prolonged kidnapping,wrote,O,O,BEFORE
wants,check,want,check,wants,Miami and check,O,O,BEFORE
wants,meet,want,meet,wants,to meet,O,O,BEFORE
said,wants,say,want,said,wants,O,O,INCLUDES
said,published,say,publish,said,published,O,O,IS_INCLUDED
died,died,die,die,died,died to give,when,O,IDENTITY
died,hearing,die,hearing,died to give,a political asylum hearing,O,O,BEFORE
died,hearing,die,hearing,died,a political asylum hearing,when,O,BEFORE
battle,died,battle,die,an international custody battle,died to give,when,since,AFTER
battle,died,battle,die,an international custody battle,died,O,since,AFTER
return,died,return,die,his return,died to give,when,since,AFTER
return,died,return,die,his return,died,O,since,AFTER
recognize,return,recognize,return,does not recognize,his return,O,by,BEFORE
recognize,return,recognize,return,did not recognize,his return,O,O,BEFORE
attempt,died,attempt,die,an attempt,died to give,when,since,AFTER
attempt,died,attempt,die,an attempt,died,O,since,AFTER
recognize,attempt,recognize,attempt,does not recognize,an attempt,O,O,BEFORE
attempt,return,attempt,return,an attempt,his return,O,by,BEFORE
moves,return,move,return,the legal moves,his return,O,O,BEFORE
recognize,battle,recognize,battle,did not recognize,the custody battle,O,O,AFTER
battle,return,battle,return,the custody battle,his return,O,O,BEFORE
return,died,return,die,the return,died to give,when,since,AFTER
return,died,return,die,the return,died,O,since,AFTER
return,recognize,return,recognize,the return,does not recognize,O,O,AFTER
return,moves,return,move,the return,the legal moves,O,O,AFTER
revolution,hearing,revolution,hearing,the revolution,a political asylum hearing,when,since,BEFORE
revolution,battle,revolution,battle,the revolution,an international custody battle,former,O,BEFORE
revolution,return,revolution,return,the revolution,his return,former,O,BEFORE
revolution,attempt,revolution,attempt,the revolution,an attempt,former,O,BEFORE
revolution,return,revolution,return,the revolution,the return,former,O,BEFORE
request,died,request,die,the request,died to give,when,since,AFTER
request,died,request,die,the request,died,O,since,AFTER
request,recognize,request,recognize,the request,does not recognize,O,O,AFTER
request,battle,request,battle,the request,an international custody battle,O,O,IS_INCLUDED
request,return,request,return,the request,his return,O,O,BEFORE
request,moves,request,move,the request,the legal moves,O,O,AFTER
request,revolution,request,revolution,the request,the revolution,former,O,AFTER
response,died,response,die,no immediate response,died to give,when,since,AFTER
response,died,response,die,no immediate response,died,O,since,AFTER
response,recognize,response,recognize,no immediate response,does not recognize,O,O,AFTER
response,battle,response,battle,no immediate response,an international custody battle,O,O,IS_INCLUDED
response,return,response,return,no immediate response,his return,O,O,BEFORE
response,moves,response,move,no immediate response,the legal moves,O,O,AFTER
response,revolution,response,revolution,no immediate response,the revolution,former,O,AFTER
response,request,response,request,no immediate response,the request,O,from,AFTER
kidnapping,return,kidnapping,return,his prolonged kidnapping,his return,O,O,BEFORE
kidnapping,return,kidnapping,return,his prolonged kidnapping,the return,O,O,BEFORE
kidnapping,request,kidnapping,request,his prolonged kidnapping,the request,O,O,BEFORE
kidnapping,response,kidnapping,response,his prolonged kidnapping,no immediate response,O,O,BEFORE
check,died,check,die,Miami and check,died to give,when,since,AFTER
check,died,check,die,Miami and check,died,O,since,AFTER
check,recognize,check,recognize,Miami and check,does not recognize,O,O,AFTER
check,moves,check,move,Miami and check,the legal moves,O,O,AFTER
check,revolution,check,revolution,Miami and check,the revolution,former,O,AFTER
check,request,check,request,Miami and check,the request,O,O,AFTER
check,kidnapping,check,kidnapping,Miami and check,his prolonged kidnapping,O,O,AFTER
died,speak,die,speak,died to give,to speak,O,O,BEFORE
died,speak,die,speak,died,to speak,when,O,BEFORE
hearing,speak,hearing,speak,a political asylum hearing,to speak,O,O,AFTER
battle,speak,battle,speak,an international custody battle,to speak,when,since,INCLUDES
return,speak,return,speak,his return,to speak,when,since,AFTER
attempt,speak,attempt,speak,an attempt,to speak,when,since,AFTER
return,speak,return,speak,the return,to speak,when,since,AFTER
revolution,speak,revolution,speak,the revolution,to speak,when,since,BEFORE
request,speak,request,speak,the request,to speak,when,since,AFTER
response,speak,response,speak,no immediate response,to speak,when,since,AFTER
check,speak,check,speak,Miami and check,to speak,when,since,AFTER
died,ruled,die,rule,died to give,ruled,O,O,BEFORE
died,ruled,die,rule,died,ruled,when,O,BEFORE
hearing,ruled,hearing,rule,a political asylum hearing,ruled,O,O,AFTER
battle,ruled,battle,rule,an international custody battle,ruled,when,since,INCLUDES
return,ruled,return,rule,his return,ruled,when,since,AFTER
attempt,ruled,attempt,rule,an attempt,ruled,when,since,AFTER
return,ruled,return,rule,the return,ruled,when,since,AFTER
revolution,ruled,revolution,rule,the revolution,ruled,when,since,BEFORE
request,ruled,request,rule,the request,ruled,when,since,AFTER
response,ruled,response,rule,no immediate response,ruled,when,since,AFTER
check,ruled,check,rule,Miami and check,ruled,when,since,AFTER
ruled,speak,rule,speak,ruled,to speak,O,O,INCLUDES
died,arguing,die,argue,died to give,arguing,O,O,BEFORE
died,arguing,die,argue,died,arguing,when,O,BEFORE
battle,arguing,battle,argue,an international custody battle,arguing,when,since,INCLUDES
return,arguing,return,argue,his return,arguing,when,since,AFTER
revolution,arguing,revolution,argue,the revolution,arguing,when,since,BEFORE
arguing,speak,argue,speak,arguing,to speak,O,O,AFTER
arguing,ruled,argue,rule,arguing,ruled,O,O,AFTER
died,dismiss,die,dismiss,died to give,have moved to dismiss,O,O,BEFORE
died,dismiss,die,dismiss,died,have moved to dismiss,when,O,BEFORE
revolution,dismiss,revolution,dismiss,the revolution,have moved to dismiss,when,since,BEFORE
dismiss,speak,dismiss,speak,have moved to dismiss,to speak,O,O,AFTER
dismiss,ruled,dismiss,rule,have moved to dismiss,ruled,O,O,AFTER
dismiss,arguing,dismiss,argue,have moved to dismiss,arguing,O,O,AFTER
died,moved,die,move,died to give,have moved to dismiss,O,O,BEFORE
died,moved,die,move,died,have moved to dismiss,when,O,BEFORE
battle,moved,battle,move,an international custody battle,have moved to dismiss,when,since,INCLUDES
return,moved,return,move,his return,have moved to dismiss,when,since,AFTER
revolution,moved,revolution,move,the revolution,have moved to dismiss,when,since,BEFORE
moved,speak,move,speak,have moved to dismiss,to speak,O,O,AFTER
moved,ruled,move,rule,have moved to dismiss,ruled,O,O,AFTER
moved,arguing,move,argue,have moved to dismiss,arguing,O,O,INCLUDES
died,holding,die,hold,died to give,holding,O,O,BEFORE
died,holding,die,hold,died,holding,when,O,BEFORE
revolution,holding,revolution,hold,the revolution,holding,when,since,BEFORE
holding,speak,hold,speak,holding,to speak,O,O,AFTER
holding,ruled,hold,rule,holding,ruled,O,O,AFTER
died,return,die,return,died to give,can not return,O,O,BEFORE
died,return,die,return,died,can not return,when,O,BEFORE
return,hearing,return,hearing,can not return,a political asylum hearing,O,hold,AFTER
revolution,return,revolution,return,the revolution,can not return,when,since,BEFORE
return,speak,return,speak,can not return,to speak,O,O,AFTER
return,ruled,return,rule,can not return,ruled,O,O,AFTER
return,holding,return,hold,can not return,holding,O,O,AFTER
died,arguing,die,argue,died to give,arguing,O,O,BEFORE
died,arguing,die,argue,died,arguing,when,O,BEFORE
arguing,hearing,argue,hearing,arguing,a political asylum hearing,O,hold,BEFORE
battle,arguing,battle,argue,an international custody battle,arguing,when,since,INCLUDES
return,arguing,return,argue,his return,arguing,when,since,AFTER
return,arguing,return,argue,the return,arguing,when,since,AFTER
revolution,arguing,revolution,argue,the revolution,arguing,when,since,BEFORE
request,arguing,request,argue,the request,arguing,when,since,AFTER
response,arguing,response,argue,no immediate response,arguing,when,since,AFTER
check,arguing,check,argue,Miami and check,arguing,when,since,AFTER
arguing,speak,argue,speak,arguing,to speak,O,O,AFTER
arguing,ruled,argue,rule,arguing,ruled,O,O,AFTER
arguing,arguing,argue,argue,arguing,arguing,O,O,BEFORE
arguing,dismiss,argue,dismiss,arguing,have moved to dismiss,O,O,BEFORE
arguing,moved,argue,move,arguing,have moved to dismiss,O,O,BEFORE
died,filed,die,file,died to give,filed,O,O,BEFORE
died,filed,die,file,died,filed,when,O,BEFORE
battle,filed,battle,file,an international custody battle,filed,when,since,INCLUDES
return,filed,return,file,his return,filed,when,since,AFTER
return,filed,return,file,the return,filed,when,since,AFTER
revolution,filed,revolution,file,the revolution,filed,when,since,BEFORE
request,filed,request,file,the request,filed,when,since,AFTER
response,filed,response,file,no immediate response,filed,when,since,AFTER
check,filed,check,file,Miami and check,filed,when,since,AFTER
filed,speak,file,speak,filed,to speak,O,O,AFTER
filed,ruled,file,rule,filed,ruled,O,O,AFTER
filed,arguing,file,argue,filed,arguing,O,O,BEFORE
filed,dismiss,file,dismiss,filed,have moved to dismiss,O,O,BEFORE
filed,moved,file,move,filed,have moved to dismiss,O,O,BEFORE
filed,arguing,file,argue,filed,arguing,O,O,INCLUDES
return,allow,return,allow,his return,to allow,when,since,AFTER
died,dreaming,die,dream,died to give,must be dreaming,O,O,BEFORE
died,dreaming,die,dream,died,must be dreaming,when,O,BEFORE
recognize,dreaming,recognize,dream,does not recognize,must be dreaming,when,since,BEFORE
battle,dreaming,battle,dream,an international custody battle,must be dreaming,when,since,INCLUDES
return,dreaming,return,dream,his return,must be dreaming,when,since,AFTER
moves,dreaming,move,dream,the legal moves,must be dreaming,when,since,BEFORE
revolution,dreaming,revolution,dream,the revolution,must be dreaming,when,since,BEFORE
kidnapping,dreaming,kidnapping,dream,his prolonged kidnapping,must be dreaming,when,since,BEFORE
dreaming,speak,dream,speak,must be dreaming,to speak,O,O,AFTER
dreaming,ruled,dream,rule,must be dreaming,ruled,O,O,AFTER
dreaming,arguing,dream,argue,must be dreaming,arguing,O,O,AFTER
dreaming,filed,dream,file,must be dreaming,filed,O,O,AFTER
dreaming,allow,dream,allow,must be dreaming,to allow,O,O,AFTER
died,said,die,say,died to give,said,O,O,BEFORE
died,said,die,say,died,said,when,O,BEFORE
recognize,said,recognize,say,does not recognize,said,when,since,BEFORE
battle,said,battle,say,an international custody battle,said,when,since,INCLUDES
return,said,return,say,his return,said,when,since,AFTER
moves,said,move,say,the legal moves,said,when,since,BEFORE
revolution,said,revolution,say,the revolution,said,when,since,BEFORE
kidnapping,said,kidnapping,say,his prolonged kidnapping,said,when,since,BEFORE
said,speak,say,speak,said,to speak,O,O,AFTER
said,ruled,say,rule,said,ruled,O,O,AFTER
said,arguing,say,argue,said,arguing,O,O,AFTER
said,filed,say,file,said,filed,O,O,AFTER
said,dreaming,say,dream,said,must be dreaming,O,O,INCLUDES
return,written,return,write,his return,must not have written,when,since,AFTER
return,written,return,write,the return,must not have written,when,since,AFTER
request,written,request,write,the request,must not have written,when,since,AFTER
response,written,response,write,no immediate response,must not have written,when,since,AFTER
check,written,check,write,Miami and check,must not have written,when,since,AFTER
written,dreaming,write,dream,must not have written,must be dreaming,O,O,BEFORE
died,kept,die,keep,died to give,kept,while,O,BEFORE
died,kept,die,keep,died,kept,when,O,BEFORE
battle,kept,battle,keep,an international custody battle,kept,when,since,INCLUDES
revolution,kept,revolution,keep,the revolution,kept,when,since,BEFORE
died,maintains,die,maintain,died to give,maintains,while,O,BEFORE
died,maintains,die,maintain,died,maintains,when,O,BEFORE
battle,maintains,battle,maintain,an international custody battle,maintains,when,since,INCLUDES
revolution,maintains,revolution,maintain,the revolution,maintains,when,since,BEFORE
died,give,die,give,died to give,died to give,while,O,BEFORE
died,give,die,give,died,died to give,when,O,BEFORE
died,say,die,say,died,say,when,O,BEFORE
revolution,say,revolution,say,the revolution,say,when,since,BEFORE
say,kept,say,keep,say,kept,while,O,INCLUDES
keep,died,keep,die,is fighting to keep,died to give,O,O,AFTER
died,keep,die,keep,died,is fighting to keep,when,O,BEFORE
recognize,keep,recognize,keep,does not recognize,is fighting to keep,when,since,BEFORE
recognize,keep,recognize,keep,did not recognize,is fighting to keep,when,since,BEFORE
moves,keep,move,keep,the legal moves,is fighting to keep,when,since,BEFORE
battle,keep,battle,keep,the custody battle,is fighting to keep,when,since,BEFORE
revolution,keep,revolution,keep,the revolution,is fighting to keep,when,since,BEFORE
request,keep,request,keep,the request,is fighting to keep,when,since,BEFORE
response,keep,response,keep,no immediate response,is fighting to keep,when,since,BEFORE
kidnapping,keep,kidnapping,keep,his prolonged kidnapping,is fighting to keep,when,since,BEFORE
keep,speak,keep,speak,is fighting to keep,to speak,O,O,AFTER
keep,ruled,keep,rule,is fighting to keep,ruled,O,O,AFTER
keep,arguing,keep,argue,is fighting to keep,arguing,O,O,AFTER
keep,moved,keep,move,is fighting to keep,have moved to dismiss,O,O,AFTER
keep,arguing,keep,argue,is fighting to keep,arguing,O,O,AFTER
keep,filed,keep,file,is fighting to keep,filed,O,O,AFTER
keep,allow,keep,allow,is fighting to keep,to allow,O,O,AFTER
keep,dreaming,keep,dream,is fighting to keep,must be dreaming,O,O,AFTER
keep,said,keep,say,is fighting to keep,said,O,O,AFTER
keep,written,keep,write,is fighting to keep,must not have written,O,O,AFTER
fighting,died,fight,die,is fighting to keep,died to give,O,O,AFTER
died,fighting,die,fight,died,is fighting to keep,when,O,BEFORE
revolution,fighting,revolution,fight,the revolution,is fighting to keep,when,since,BEFORE
sank,died,sank,die,sank,died to give,when,O,BEFORE
sank,hearing,sank,hearing,sank,a political asylum hearing,when,O,BEFORE
battle,sank,battle,sank,an international custody battle,sank,O,since,AFTER
return,sank,return,sank,his return,sank,O,since,AFTER
attempt,sank,attempt,sank,an attempt,sank,O,since,AFTER
return,sank,return,sank,the return,sank,O,since,AFTER
request,sank,request,sank,the request,sank,O,since,AFTER
response,sank,response,sank,no immediate response,sank,O,since,AFTER
check,sank,check,sank,Miami and check,sank,O,since,AFTER
sank,speak,sank,speak,sank,to speak,when,O,BEFORE
sank,ruled,sank,rule,sank,ruled,when,O,BEFORE
sank,arguing,sank,argue,sank,arguing,when,O,BEFORE
sank,dismiss,sank,dismiss,sank,have moved to dismiss,when,O,BEFORE
sank,moved,sank,move,sank,have moved to dismiss,when,O,BEFORE
sank,holding,sank,hold,sank,holding,when,O,BEFORE
sank,return,sank,return,sank,can not return,when,O,BEFORE
sank,arguing,sank,argue,sank,arguing,when,O,BEFORE
sank,filed,sank,file,sank,filed,when,O,BEFORE
sank,dreaming,sank,dream,sank,must be dreaming,when,O,BEFORE
sank,said,sank,say,sank,said,when,O,BEFORE
sank,kept,sank,keep,sank,kept,when,O,BEFORE
sank,maintains,sank,maintain,sank,maintains,when,O,BEFORE
sank,give,sank,give,sank,died to give,when,O,BEFORE
sank,say,sank,say,sank,say,when,O,BEFORE
sank,keep,sank,keep,sank,is fighting to keep,when,O,BEFORE
sank,fighting,sank,fight,sank,is fighting to keep,when,O,BEFORE
found,died,find,die,was found,died to give,when,since,AFTER
found,died,find,die,was found,died,O,since,AFTER
found,hearing,find,hearing,was found,a political asylum hearing,when,since,BEFORE
battle,found,battle,find,an international custody battle,was found,since,since,BEGUN_BY
return,found,return,find,his return,was found,O,O,AFTER
attempt,found,attempt,find,an attempt,was found,O,O,AFTER
return,found,return,find,the return,was found,O,O,AFTER
revolution,found,revolution,find,the revolution,was found,former,O,BEFORE
request,found,request,find,the request,was found,O,O,AFTER
response,found,response,find,no immediate response,was found,O,O,AFTER
check,found,check,find,Miami and check,was found,O,O,AFTER
found,speak,find,speak,was found,to speak,when,since,BEFORE
found,ruled,find,rule,was found,ruled,when,since,BEFORE
found,arguing,find,argue,was found,arguing,when,since,BEFORE
found,dismiss,find,dismiss,was found,have moved to dismiss,when,since,BEFORE
found,moved,find,move,was found,have moved to dismiss,when,since,BEFORE
found,holding,find,hold,was found,holding,when,since,BEFORE
found,return,find,return,was found,can not return,when,since,BEFORE
found,arguing,find,argue,was found,arguing,when,since,BEFORE
found,filed,find,file,was found,filed,when,since,BEFORE
found,dreaming,find,dream,was found,must be dreaming,when,since,BEFORE
found,said,find,say,was found,said,when,since,BEFORE
found,keep,find,keep,was found,is fighting to keep,when,since,BEFORE
found,sank,find,sank,was found,sank,O,since,AFTER
block,died,block,die,to block,died to give,when,since,AFTER
block,died,block,die,to block,died,O,since,AFTER
recognize,block,recognize,block,does not recognize,to block,O,by,BEFORE
recognize,block,recognize,block,did not recognize,to block,O,O,BEFORE
attempt,block,attempt,block,an attempt,to block,O,by,BEFORE
moves,block,move,block,the legal moves,to block,O,O,BEFORE
battle,block,battle,block,the custody battle,to block,O,O,BEFORE
revolution,block,revolution,block,the revolution,to block,former,O,BEFORE
request,block,request,block,the request,to block,O,O,BEFORE
response,block,response,block,no immediate response,to block,O,O,BEFORE
kidnapping,block,kidnapping,block,his prolonged kidnapping,to block,O,O,BEFORE
block,speak,block,speak,to block,to speak,when,since,AFTER
block,ruled,block,rule,to block,ruled,when,since,AFTER
block,arguing,block,argue,to block,arguing,when,since,AFTER
block,moved,block,move,to block,have moved to dismiss,when,since,AFTER
block,arguing,block,argue,to block,arguing,when,since,AFTER
block,filed,block,file,to block,filed,when,since,AFTER
block,allow,block,allow,to block,to allow,when,since,AFTER
block,dreaming,block,dream,to block,must be dreaming,when,since,AFTER
block,said,block,say,to block,said,when,since,AFTER
block,written,block,write,to block,must not have written,when,since,AFTER
block,sank,block,sank,to block,sank,O,since,AFTER
block,found,block,find,to block,was found,O,O,AFTER
said,died,say,die,said,died to give,when,since,AFTER
said,died,say,die,said,died,O,since,AFTER
said,recognize,say,recognize,said,does not recognize,O,O,AFTER
said,battle,say,battle,said,an international custody battle,O,O,IS_INCLUDED
said,return,say,return,said,his return,O,by,BEFORE
return,said,return,say,the return,said,O,O,AFTER
revolution,said,revolution,say,the revolution,said,former,O,BEFORE
request,said,request,say,the request,said,O,O,AFTER
response,said,response,say,no immediate response,said,O,O,AFTER
check,said,check,say,Miami and check,said,O,O,AFTER
said,speak,say,speak,said,to speak,when,since,AFTER
said,ruled,say,rule,said,ruled,when,since,AFTER
said,dreaming,say,dream,said,must be dreaming,when,since,BEFORE
said,said,say,say,said,said,when,since,BEFORE
said,keep,say,keep,said,is fighting to keep,when,since,BEFORE
said,sank,say,sank,said,sank,O,since,AFTER
said,found,say,find,said,was found,O,O,AFTER
said,block,say,block,said,to block,O,by,BEFORE
dated,died,date,die,dated,died to give,when,since,AFTER
dated,died,date,die,dated,died,O,since,AFTER
dated,battle,date,battle,dated,an international custody battle,O,O,IS_INCLUDED
dated,return,date,return,dated,his return,O,O,BEFORE
return,dated,return,date,the return,dated,O,O,AFTER
revolution,dated,revolution,date,the revolution,dated,former,O,BEFORE
request,dated,request,date,the request,dated,O,O,AFTER
response,dated,response,date,no immediate response,dated,O,O,AFTER
check,dated,check,date,Miami and check,dated,O,O,AFTER
dated,speak,date,speak,dated,to speak,when,since,AFTER
dated,ruled,date,rule,dated,ruled,when,since,AFTER
dated,dreaming,date,dream,dated,must be dreaming,when,since,BEFORE
dated,said,date,say,dated,said,when,since,BEFORE
dated,keep,date,keep,dated,is fighting to keep,when,since,BEFORE
dated,sank,date,sank,dated,sank,O,since,AFTER
dated,found,date,find,dated,was found,O,O,AFTER
dated,block,date,block,dated,to block,O,O,BEFORE
said,died,say,die,said,died to give,when,since,AFTER
said,died,say,die,said,died,O,since,AFTER
said,battle,say,battle,said,an international custody battle,O,O,IS_INCLUDED
said,return,say,return,said,his return,O,O,BEFORE
moves,said,move,say,the legal moves,said,O,by,BEFORE
return,said,return,say,the return,said,O,O,AFTER
revolution,said,revolution,say,the revolution,said,former,O,BEFORE
request,said,request,say,the request,said,O,O,AFTER
response,said,response,say,no immediate response,said,O,O,AFTER
check,said,check,say,Miami and check,said,O,O,AFTER
said,speak,say,speak,said,to speak,when,since,AFTER
said,ruled,say,rule,said,ruled,when,since,AFTER
said,dreaming,say,dream,said,must be dreaming,when,since,BEFORE
said,said,say,say,said,said,when,since,BEFORE
said,keep,say,keep,said,is fighting to keep,when,since,BEFORE
said,sank,say,sank,said,sank,O,since,AFTER
said,found,say,find,said,was found,O,O,AFTER
said,block,say,block,said,to block,O,O,BEFORE
said,dated,say,date,said,dated,O,O,AFTER
retaining,died,retain,die,retaining,died to give,when,since,AFTER
retaining,died,retain,die,retaining,died,O,since,AFTER
retaining,battle,retain,battle,retaining,an international custody battle,O,O,IS_INCLUDED
retaining,return,retain,return,retaining,his return,O,O,BEFORE
moves,retaining,move,retain,the legal moves,retaining,O,by,BEFORE
return,retaining,return,retain,the return,retaining,O,O,AFTER
revolution,retaining,revolution,retain,the revolution,retaining,former,O,BEFORE
request,retaining,request,retain,the request,retaining,O,O,AFTER
response,retaining,response,retain,no immediate response,retaining,O,O,AFTER
check,retaining,check,retain,Miami and check,retaining,O,O,AFTER
retaining,speak,retain,speak,retaining,to speak,when,since,AFTER
retaining,ruled,retain,rule,retaining,ruled,when,since,AFTER
retaining,dreaming,retain,dream,retaining,must be dreaming,when,since,BEFORE
retaining,said,retain,say,retaining,said,when,since,BEFORE
retaining,keep,retain,keep,retaining,is fighting to keep,when,since,BEFORE
retaining,sank,retain,sank,retaining,sank,O,since,AFTER
retaining,found,retain,find,retaining,was found,O,O,AFTER
retaining,block,retain,block,retaining,to block,O,O,BEFORE
retaining,dated,retain,date,retaining,dated,O,by,AFTER
object,died,object,die,object,died to give,when,since,AFTER
object,died,object,die,object,died,O,since,AFTER
object,battle,object,battle,object,an international custody battle,O,O,IS_INCLUDED
object,return,object,return,object,his return,O,O,BEFORE
object,moves,object,move,object,the legal moves,O,by,AFTER
return,object,return,object,the return,object,O,O,AFTER
revolution,object,revolution,object,the revolution,object,former,O,BEFORE
request,object,request,object,the request,object,O,O,AFTER
response,object,response,object,no immediate response,object,O,O,AFTER
check,object,check,object,Miami and check,object,O,O,AFTER
object,speak,object,speak,object,to speak,when,since,AFTER
object,ruled,object,rule,object,ruled,when,since,AFTER
object,dreaming,object,dream,object,must be dreaming,when,since,BEFORE
object,said,object,say,object,said,when,since,BEFORE
object,keep,object,keep,object,is fighting to keep,when,since,BEFORE
object,sank,object,sank,object,sank,O,since,AFTER
object,found,object,find,object,was found,O,O,AFTER
object,block,object,block,object,to block,O,O,BEFORE
object,dated,object,date,object,dated,O,by,AFTER
object,said,object,say,object,said,O,by,IS_INCLUDED
published,died,publish,die,was published,died to give,when,since,AFTER
published,died,publish,die,was published,died,O,since,AFTER
published,recognize,publish,recognize,was published,does not recognize,O,O,AFTER
published,battle,publish,battle,was published,an international custody battle,O,O,IS_INCLUDED
published,return,publish,return,was published,his return,O,O,BEFORE
published,moves,publish,move,was published,the legal moves,O,O,AFTER
return,published,return,publish,the return,was published,O,O,AFTER
revolution,published,revolution,publish,the revolution,was published,former,O,BEFORE
request,published,request,publish,the request,was published,O,O,AFTER
response,published,response,publish,no immediate response,was published,O,O,AFTER
check,published,check,publish,Miami and check,was published,O,O,AFTER
published,speak,publish,speak,was published,to speak,when,since,AFTER
published,ruled,publish,rule,was published,ruled,when,since,AFTER
published,arguing,publish,argue,was published,arguing,when,since,AFTER
published,filed,publish,file,was published,filed,when,since,AFTER
published,dreaming,publish,dream,was published,must be dreaming,when,since,BEFORE
published,said,publish,say,was published,said,when,since,BEFORE
published,keep,publish,keep,was published,is fighting to keep,when,since,BEFORE
published,sank,publish,sank,was published,sank,O,since,AFTER
published,found,publish,find,was published,was found,O,O,AFTER
published,block,publish,block,was published,to block,O,O,BEFORE
published,said,publish,say,was published,said,O,O,AFTER
published,dated,publish,date,was published,dated,O,O,AFTER
published,said,publish,say,was published,said,O,O,AFTER
published,retaining,publish,retain,was published,retaining,O,O,AFTER
published,object,publish,object,was published,object,O,O,AFTER
recognize,said,recognize,say,did not recognize,said,O,O,BEFORE
battle,said,battle,say,the custody battle,said,O,O,BEFORE
said,reviewing,say,review,said,was reviewing,O,O,AFTER
recognize,hearing,recognize,hearing,did not recognize,hearing,O,O,AFTER
hearing,return,hearing,return,hearing,his return,O,O,BEFORE
hearing,battle,hearing,battle,hearing,the custody battle,O,O,AFTER
hearing,keep,hearing,keep,hearing,is fighting to keep,when,since,BEFORE
hearing,block,hearing,block,hearing,to block,O,O,BEFORE
hearing,said,hearing,say,hearing,said,O,O,BEFORE
saying,recognize,say,recognize,saying,did not recognize,O,O,INCLUDES
saying,return,say,return,saying,his return,O,O,BEFORE
saying,battle,say,battle,saying,the custody battle,O,O,AFTER
saying,keep,say,keep,saying,is fighting to keep,when,since,BEFORE
saying,block,say,block,saying,to block,O,O,BEFORE
saying,said,say,say,saying,said,O,O,BEFORE
saying,hearing,say,hearing,saying,hearing,O,O,AFTER
returned,recognize,return,recognize,be returned,did not recognize,O,O,AFTER
returned,battle,return,battle,be returned,the custody battle,O,O,AFTER
returned,hearing,return,hearing,be returned,hearing,O,O,AFTER
returned,saying,return,say,be returned,saying,O,O,AFTER
demanding,recognize,demand,recognize,demanding,did not recognize,O,O,INCLUDES
demanding,return,demand,return,demanding,his return,O,O,BEFORE
demanding,battle,demand,battle,demanding,the custody battle,O,O,AFTER
demanding,keep,demand,keep,demanding,is fighting to keep,when,since,BEFORE
demanding,block,demand,block,demanding,to block,O,O,BEFORE
demanding,said,demand,say,demanding,said,O,O,BEFORE
demanding,hearing,demand,hearing,demanding,hearing,O,O,AFTER
written,recognize,write,recognize,had written,did not recognize,earlier,O,INCLUDES
written,return,write,return,had written,his return,O,O,BEFORE
written,keep,write,keep,had written,is fighting to keep,when,since,BEFORE
written,block,write,block,had written,to block,O,O,BEFORE
written,said,write,say,had written,said,O,O,BEFORE
written,saying,write,say,had written,saying,earlier,O,INCLUDES
written,demanding,write,demand,had written,demanding,earlier,O,INCLUDES
called,died,call,die,called,died to give,when,since,AFTER
called,died,call,die,called,died,O,since,AFTER
called,recognize,call,recognize,called,does not recognize,O,O,AFTER
called,moves,call,move,called,the legal moves,O,O,AFTER
revolution,called,revolution,call,the revolution,called,former,O,BEFORE
kidnapping,called,kidnapping,call,his prolonged kidnapping,called,O,O,BEFORE
called,speak,call,speak,called,to speak,when,since,AFTER
called,ruled,call,rule,called,ruled,when,since,AFTER
called,arguing,call,argue,called,arguing,when,since,AFTER
called,filed,call,file,called,filed,when,since,AFTER
called,written,call,write,called,must not have written,when,since,AFTER
called,sank,call,sank,called,sank,O,since,AFTER
called,found,call,find,called,was found,O,O,AFTER
called,said,call,say,called,said,O,O,AFTER
called,dated,call,date,called,dated,O,O,AFTER
called,said,call,say,called,said,O,O,AFTER
called,retaining,call,retain,called,retaining,O,O,AFTER
called,object,call,object,called,object,O,O,AFTER
called,published,call,publish,called,was published,O,O,AFTER
sitting,died,sit,die,sitting,died to give,when,since,AFTER
