token1,token2,lemma1,lemma2,pos,mainpos,chunk,ner,samePos,sameMainPos,entDistance,sentDistance,eventClass1|eventClass2,tense1|tense2,aspect1|aspect2,polarity1|polarity2,sameEventClass,sameTense,sameAspect,samePolarity,depPath,mainVerb1|mainVerb2,tempMarkerClusText-Position,tempMarkerDep1-Dep2,causMarkerClusText-Position,causMarkerDep1-Dep2,coref,wnSim,label
affected,starting,affect,start,VVN|VVG,v|v,I-VP|I-VP,O|O,FALSE,TRUE,2,0,I_STATE|ASPECTUAL,PAST|PRESENT,NONE|PROGRESSIVE,pos|pos,FALSE,FALSE,FALSE,TRUE,COORD-CONJ,MAIN|O,O|O,O|O,by|BETWEEN,VC-LGS|O,NOCOREF,0.08033409123874358,INCLUDES
affected,restored,affect,restore,VVN|VVN,v|v,I-VP|I-VP,O|O,TRUE,TRUE,3,0,I_STATE|STATE,PAST|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,COORD-CONJ-VC-OPRD-IM,MAIN|O,O|O,O|O,by|BETWEEN,VC-LGS|O,NOCOREF,-0.0,INCLUDES
said,said,say,say,VVD|VVD,v|v,I-VP|B-VP,O|O,TRUE,TRUE,4,1,REPORTING|REPORTING,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,COREF,1.7976931348623157E308,SIMULTANEOUS
said,buy,say,buy,VVD|VVB,v|v,I-VP|I-VP,O|O,FALSE,TRUE,1,0,REPORTING|OCCURRENCE,PAST|FUTURE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
said,returning,say,return,VVD|VVG,v|v,I-VP|B-VP,O|O,FALSE,TRUE,2,0,REPORTING|OCCURRENCE,PAST|PRESPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC-ADV,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
said,put,say,put,VVD|VVN,v|v,I-VP|I-VP,O|O,FALSE,TRUE,3,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|PERFECTIVE,pos|pos,FALSE,TRUE,FALSE,TRUE,OBJ-VC-ADV-OBJ-NMOD-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
said,agreed,say,agree,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,4,1,REPORTING|I_ACTION,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
said,expected,say,expect,VVD|VVN,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,REPORTING|I_STATE,PAST|PASTPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,IS_INCLUDED
said,return,say,return,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,2,0,REPORTING|OCCURRENCE,PAST|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC-OPRD-IM,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
said,investment,say,investment,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,3,0,REPORTING|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,OBJ-VC-OPRD-IM-DIR-PMOD-SBJ-APPO-AMOD-PMOD-NMOD-PMOD,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
agreed,invested,agree,invest,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,3,1,I_ACTION|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
agreed,sell,agree,sell,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,I_ACTION|OCCURRENCE,PAST|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OPRD-IM,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
invested,said,invest,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,2,1,OCCURRENCE|REPORTING,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
said,allow,say,allow,VVD|VVB,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,1,REPORTING|I_ACTION,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
said,expect,say,expect,VVD|VVI,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,REPORTING|I_STATE,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-SBJ-NMOD,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,IS_INCLUDED
said,generate,say,generate,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,2,0,REPORTING|OCCURRENCE,PAST|FUTURE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
allow,expects,allow,expect,VVB|NN0,v|v,B-VP|B-VP,O|O,FALSE,TRUE,4,1,I_ACTION|I_STATE,PRESENT|PRESENT,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
allow,see,allow,see,VVB|VVB,v|v,B-VP|I-VP,O|O,TRUE,TRUE,1,0,I_ACTION|OCCURRENCE,PRESENT|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OPRD-IM,MAIN|O,still|BETWEEN,ADV|O,from|AFTER,VC-OPRD-IM-LOC-PMOD-NMOD|LOC-PMOD-NMOD,NOCOREF,-0.0,BEFORE
see,realised,see,realise,VVB|VVN,v|O,I-VP|I-VP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,INFINITIVE|PRESENT,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,LOC-PMOD-NMOD-PMOD-NMOD-VC,O|O,O|O,O|O,from|BETWEEN,LOC-PMOD-NMOD|PMOD-NMOD-VC,COREF,-0.0,AFTER
allow,realised,allow,realise,VVB|VVN,v|O,B-VP|I-VP,O|O,FALSE,FALSE,2,0,I_ACTION|OCCURRENCE,PRESENT|PRESENT,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OPRD-IM-LOC-PMOD-NMOD-PMOD-NMOD-VC,MAIN|O,still|BETWEEN,ADV|O,from|BETWEEN,VC-OPRD-IM-LOC-PMOD-NMOD|PMOD-NMOD-VC,NOCOREF,-0.0,AFTER
allow,reshaping,allow,reshape,VVB|VVG,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,0,I_ACTION|OCCURRENCE,PRESENT|PRESPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OPRD-IM-LOC-PMOD-NMOD-PMOD-NMOD-VC-MNR-PMOD,MAIN|O,still|BETWEEN,ADV|O,from|BETWEEN,VC-OPRD-IM-LOC-PMOD-NMOD|PMOD-NMOD-VC-MNR-PMOD,NOCOREF,-0.0,AFTER
expects,said,expect,say,NN0|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,8,1,I_STATE|REPORTING,PRESENT|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
expects,take,expect,take,NN0|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,I_STATE|OCCURRENCE,PRESENT|PRESENT,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
expects,complete,expect,complete,NN0|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,4,0,I_STATE|ASPECTUAL,PRESENT|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC-OPRD-IM,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
invested,said,invest,say,VVN|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,2,0,OCCURRENCE|REPORTING,PASTPART|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ,O|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
said,received,say,receive,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,2,1,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,during|BEGIN-BETWEEN,O|TMP,as_a_result_of|BEGIN-BETWEEN,O|TMP-PMOD-NMOD,NOCOREF,-0.0,AFTER
raided,documenting,raid,document,VVN|VVG,v|v,I-VP|B-VP,O|O,FALSE,TRUE,1,1,OCCURRENCE|OCCURRENCE,PRESENT|PRESPART,PERFECTIVE|NONE,pos|pos,TRUE,FALSE,FALSE,TRUE,O,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.09562410574945712,AFTER
raided,inspections,raid,inspection,VVN|NN2,v|n,I-VP|I-NP,O|O,FALSE,FALSE,17,6,OCCURRENCE|OCCURRENCE,PRESENT|PAST,PERFECTIVE|NONE,pos|pos,TRUE,FALSE,FALSE,TRUE,O,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.31710026304718303,IS_INCLUDED
documenting,voiced,document,voice,VVG|VVN,v|v,B-VP|I-VP,O|O,FALSE,TRUE,2,1,OCCURRENCE|REPORTING,PRESPART|PRESENT,NONE|PERFECTIVE,pos|pos,FALSE,FALSE,FALSE,TRUE,O,O|MAIN,O|O,O|O,O|O,O|O,NOCOREF,0.11950960829159195,INCLUDES
documenting,abuses,document,abuse,VVG|NN2,v|n,B-VP|I-NP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,PRESPART|PRESPART,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,OBJ,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.10507566766437665,AFTER
voiced,says,voice,say,VVN|NN0,v|v,I-VP|B-VP,O|O,FALSE,TRUE,3,1,REPORTING|STATE,PRESENT|PRESENT,PERFECTIVE|NONE,pos|pos,FALSE,TRUE,FALSE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,COREF,0.4886941618207523,IS_INCLUDED
voiced,asked,voice,ask,VVN|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,1,0,REPORTING|I_ACTION,PRESENT|PAST,PERFECTIVE|NONE,pos|pos,FALSE,FALSE,FALSE,TRUE,COORD-CONJ,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
asked,explanation,ask,explanation,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,1,0,I_ACTION|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,ADV-PMOD,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
lead,execution,lead,execution,VVB|NN1,v|n,I-VP|B-NP,O|O,FALSE,FALSE,1,0,I_ACTION|OCCURRENCE,PRESENT|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,ADV-PMOD,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.07875343371216682,BEFORE
says,returned,say,return,NN0|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,REPORTING|OCCURRENCE,PRESENT|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
returned,inspections,return,inspection,VVD|NN2,v|n,B-VP|I-NP,O|O,FALSE,FALSE,5,1,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.08327398551459124,IS_INCLUDED
says,seized,say,seize,NN0|VVN,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,0,REPORTING|OCCURRENCE,PRESENT|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,OBJ-ADV-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
seized,inspections,seize,inspection,VVN|NN2,v|n,B-VP|I-NP,O|O,FALSE,FALSE,3,1,OCCURRENCE|OCCURRENCE,NONE|PAST,NONE|NONE,NONE|pos,TRUE,FALSE,TRUE,FALSE,O,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,IS_INCLUDED
said,linked,say,link,VVD|VVN,v|v,B-VP|B-VP,O|O,FALSE,TRUE,2,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
quoted,said,quote,say,VVN|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|REPORTING,PASTPART|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,SBJ-APPO,O|MAIN,O|O,O|O,by|BETWEEN,LGS|SBJ-APPO-LGS,NOCOREF,0.0,AFTER
said,insisted,say,insist,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,2,1,REPORTING|I_ACTION,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
said,was,say,be,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,1,0,REPORTING|STATE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
insisted,said,insist,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,4,1,I_ACTION|REPORTING,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
insisted,register,insist,register,VVD|VVB,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,1,I_ACTION|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|neg,FALSE,FALSE,TRUE,FALSE,O,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
insisted,change,insist,change,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,I_ACTION|OCCURRENCE,PAST|FUTURE,NONE|NONE,pos|neg,FALSE,FALSE,TRUE,FALSE,OBJ-SUB-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
refuse,said,refuse,say,VVB|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,2,0,OCCURRENCE|REPORTING,PRESENT|PAST,NONE|NONE,neg|pos,FALSE,FALSE,TRUE,FALSE,OBJ-VC,O|MAIN,as|BETWEEN,COORD-CONJ-VC-ADV|OBJ-COORD-CONJ-VC-ADV,as|BETWEEN,COORD-CONJ-VC-ADV|OBJ-COORD-CONJ-VC-ADV,NOCOREF,0.0,AFTER
register,said,register,say,VVB|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|REPORTING,PRESENT|PAST,NONE|NONE,neg|pos,FALSE,FALSE,TRUE,FALSE,OBJ-COORD-CONJ-VC,O|MAIN,as|BETWEEN,VC-ADV|OBJ-COORD-CONJ-VC-ADV,as|BETWEEN,VC-ADV|OBJ-COORD-CONJ-VC-ADV,COREF,0.0,AFTER
make,had,make,have,VVB|VVD,v|v,I-VP|I-VP,O|O,FALSE,TRUE,1,1,OCCURRENCE|STATE,PRESENT|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,because|BEGIN-BETWEEN,VC-ADV|O,COREF,-0.0,AFTER
had,used,have,use,VVD|VVN,v|v,I-VP|I-VP,O|O,FALSE,TRUE,1,1,STATE|OCCURRENCE,PAST|PRESENT,NONE|PERFECTIVE,pos|pos,FALSE,FALSE,FALSE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
used,unleashed,use,unleashed,VVN|AJ0,v|v,I-VP|B-VP,O|O,FALSE,TRUE,2,1,OCCURRENCE|OCCURRENCE,PRESENT|PRESPART,PERFECTIVE|NONE,pos|pos,TRUE,FALSE,FALSE,TRUE,O,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
accused,announced,accuse,announce,VVN|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,6,0,I_ACTION|REPORTING,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ-SBJ-NMOD-VC,O|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
faking,announced,fake,announce,VVG|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,5,0,OCCURRENCE|REPORTING,PRESPART|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-SBJ-NMOD-VC-ADV-PMOD,O|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
pleaded,announced,plead,announce,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,2,0,I_ACTION|REPORTING,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,O|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
announced,reported,announce,report,VVD|VVN,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,1,REPORTING|REPORTING,PAST|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,COREF,0.547643726222797,SIMULTANEOUS
announced,said,announce,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,20,4,REPORTING|REPORTING,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
reported,learned,report,learn,VVN|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,6,1,REPORTING|OCCURRENCE,PRESPART|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|O,into|BEGIN-BETWEEN,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
reported,missing,report,miss,VVN|VVG,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,REPORTING|OCCURRENCE,PRESPART|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,OPRD,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
search,learned,search,learn,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,2,0,OCCURRENCE|OCCURRENCE,NONE|PAST,NONE|NONE,NONE|pos,TRUE,FALSE,TRUE,FALSE,O,O|O,into|BEGIN,PMOD|O,O|O,O|O,NOCOREF,-0.0,BEFORE
learned,showed,learn,show,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,5,1,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,O|MAIN,before|BEGIN-BETWEEN,O|TMP-TMP,O|O,O|O,NOCOREF,-0.0,BEFORE
learned,pulled,learn,pull,VVD|VVN,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|PERFECTIVE,pos|pos,TRUE,TRUE,FALSE,TRUE,OBJ-LOC-PRD-PMOD-NMOD-VC-VC,O|O,into|BEGIN,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
pulled,showed,pull,show,VVN|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,TMP-TMP-DEP-VC,O|MAIN,during|BETWEEN,VC-PRT|TMP-TMP-DEP-VC-PRT,O|O,O|O,NOCOREF,0.31154643942834304,BEFORE
showed,said,show,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,8,1,OCCURRENCE|REPORTING,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,before|BEGIN-BEFORE,TMP-TMP|O,O|O,O|O,COREF,0.0,BEFORE
showed,discovered,show,discover,VVD|VVN,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|PERFECTIVE,pos|pos,TRUE,TRUE,FALSE,TRUE,OBJ-NMOD-VC,MAIN|O,before|BEGIN,TMP-TMP|O,O|O,O|O,NOCOREF,-0.0,AFTER
showed,appeared,show,appear,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,2,0,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,OBJ-NMOD-VC-OBJ-SUB,MAIN|O,before|BEGIN,TMP-TMP|O,O|O,O|O,COREF,-0.0,AFTER
showed,death,show,death,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,4,0,OCCURRENCE|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,OBJ-NMOD-VC-OBJ-SUB-OPRD-IM-OBJ-NMOD-IM-OBJ,MAIN|O,before|BEGIN,TMP-TMP|O,O|O,O|O,NOCOREF,0.3016344470915289,AFTER
wanted,said,want,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,3,0,I_STATE|REPORTING,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,O|MAIN,while|BETWEEN,OPRD-IM-TMP|OBJ-OPRD-IM-TMP,CAUSE|BETWEEN,OPRD-IM-TMP-SUB|OBJ-OPRD-IM-TMP-SUB,NOCOREF,0.0,BEFORE
started,said,start,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,1,0,ASPECTUAL|REPORTING,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ-OPRD-IM-TMP-SUB,O|MAIN,while|BETWEEN,SUB|OBJ-OPRD-IM-TMP,O|O,O|O,NOCOREF,0.0,BEFORE
said,arrested,say,arrest,VVD|VVN,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,1,REPORTING|OCCURRENCE,PAST|PASTPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
said,said,say,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,10,2,REPORTING|REPORTING,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,COREF,1.7976931348623157E308,SIMULTANEOUS
agreed,said,agree,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,6,0,I_ACTION|REPORTING,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,O|MAIN,O|O,O|O,as_a_result_of|BETWEEN,OPRD-IM-ADV|OBJ-OPRD-IM-ADV,NOCOREF,-0.0,BEFORE
plead,said,plead,say,VVB|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,5,0,I_ACTION|REPORTING,INFINITIVE|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-OPRD-IM,O|MAIN,O|O,O|O,as_a_result_of|BETWEEN,ADV|OBJ-OPRD-IM-ADV,COREF,-0.0,BEFORE
charge,said,charge,say,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,4,0,OCCURRENCE|REPORTING,NONE|PAST,NONE|NONE,NONE|pos,FALSE,FALSE,TRUE,FALSE,OBJ-OPRD-IM-ADV-PMOD,O|MAIN,O|O,O|O,as_a_result_of|BETWEEN,O|OBJ-OPRD-IM-ADV,NOCOREF,0.0,BEFORE
sentence,said,sentence,say,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,3,0,OCCURRENCE|REPORTING,NONE|PAST,NONE|NONE,NONE|pos,FALSE,FALSE,TRUE,FALSE,OBJ-OPRD-IM-ADV-PMOD-NMOD-PMOD,O|MAIN,O|O,O|O,O|O,O|O,NOCOREF,0.5201906644976,BEFORE
expect,turn,expect,turn,VVI|VVB,v|v,B-VP|B-VP,O|O,FALSE,TRUE,2,0,I_STATE|OCCURRENCE,PRESENT|PRESENT,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OPRD-IM-COORD-CONJ,MAIN|O,during|BETWEEN,OPRD-IM-TMP|O,PREVENT-AMBIGUOUS|BETWEEN,OPRD-IM-DIR-PMOD|O,COREF,-0.0,BEFORE
foresee,turn,foresee,turn,VVB|VVB,v|v,I-VP|I-VP,O|O,TRUE,TRUE,3,1,OCCURRENCE|OCCURRENCE,INFINITIVE|PRESENT,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|MAIN,when|BEGIN-BETWEEN,OBJ-NMOD-VC-TMP|O,O|O,O|O,NOCOREF,-0.0,BEFORE
foresee,send,foresee,send,VVB|VVB,v|v,I-VP|I-VP,O|O,TRUE,TRUE,1,0,OCCURRENCE|OCCURRENCE,INFINITIVE|INFINITIVE,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,OBJ-NMOD-VC-PRD-AMOD-IM,O|O,when|BETWEEN,OBJ-NMOD-VC-TMP|O,from|AFTER,OBJ-NMOD-VC-PRD-AMOD-IM-DIR|DIR,NOCOREF,-0.0,BEFORE
turn,scare,turn,scare,VVB|VVB,v|v,I-VP|I-VP,O|O,TRUE,TRUE,1,1,OCCURRENCE|OCCURRENCE,PRESENT|PRESENT,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,0.23703127018660844,BEFORE
reinvention,available,reinvention,available,NN1|AJ0,O|adj,I-NP|I-ADJP,O|O,FALSE,FALSE,1,0,OCCURRENCE|STATE,NONE|NONE,NONE|NONE,NONE|NONE,FALSE,TRUE,TRUE,TRUE,O,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,IS_INCLUDED
filling,gives,fill,give,VVG|NN0,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PRESPART|PRESENT,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,LOC-PMOD,O|MAIN,during|AFTER,O|OBJ-NMOD,O|O,O|O,NOCOREF,0.07266585776902663,BEFORE
