@relation te3-ee-train-weka.filters.unsupervised.attribute.NumericToBinary-unset-class-temporarily

@attribute pos1_AJ0_binarized {0,1}
@attribute pos1_AJC_binarized {0,1}
@attribute pos1_AJS_binarized {0,1}
@attribute pos1_AT0_binarized {0,1}
@attribute pos1_AV0_binarized {0,1}
@attribute pos1_AVP_binarized {0,1}
@attribute pos1_AVQ_binarized {0,1}
@attribute pos1_CJC_binarized {0,1}
@attribute pos1_CJS_binarized {0,1}
@attribute pos1_CJT_binarized {0,1}
@attribute pos1_CRD_binarized {0,1}
@attribute pos1_DPS_binarized {0,1}
@attribute pos1_DT0_binarized {0,1}
@attribute pos1_DTQ_binarized {0,1}
@attribute pos1_EX0_binarized {0,1}
@attribute pos1_ITJ_binarized {0,1}
@attribute pos1_NN0_binarized {0,1}
@attribute pos1_NN1_binarized {0,1}
@attribute pos1_NN2_binarized {0,1}
@attribute pos1_NP0_binarized {0,1}
@attribute pos1_ORD_binarized {0,1}
@attribute pos1_PNI_binarized {0,1}
@attribute pos1_PNP_binarized {0,1}
@attribute pos1_PNQ_binarized {0,1}
@attribute pos1_PNX_binarized {0,1}
@attribute pos1_POS_binarized {0,1}
@attribute pos1_PRF_binarized {0,1}
@attribute pos1_PRP_binarized {0,1}
@attribute pos1_PUL_binarized {0,1}
@attribute pos1_PUN_binarized {0,1}
@attribute pos1_PUQ_binarized {0,1}
@attribute pos1_PUR_binarized {0,1}
@attribute pos1_TO0_binarized {0,1}
@attribute pos1_UNC_binarized {0,1}
@attribute pos1_VBB_binarized {0,1}
@attribute pos1_VBD_binarized {0,1}
@attribute pos1_VBG_binarized {0,1}
@attribute pos1_VBI_binarized {0,1}
@attribute pos1_VBN_binarized {0,1}
@attribute pos1_VBZ_binarized {0,1}
@attribute pos1_VDB_binarized {0,1}
@attribute pos1_VDD_binarized {0,1}
@attribute pos1_VDG_binarized {0,1}
@attribute pos1_VDI_binarized {0,1}
@attribute pos1_VDN_binarized {0,1}
@attribute pos1_VDZ_binarized {0,1}
@attribute pos1_VHB_binarized {0,1}
@attribute pos1_VHD_binarized {0,1}
@attribute pos1_VHG_binarized {0,1}
@attribute pos1_VHI_binarized {0,1}
@attribute pos1_VHN_binarized {0,1}
@attribute pos1_VHZ_binarized {0,1}
@attribute pos1_VM0_binarized {0,1}
@attribute pos1_VVB_binarized {0,1}
@attribute pos1_VVD_binarized {0,1}
@attribute pos1_VVG_binarized {0,1}
@attribute pos1_VVI_binarized {0,1}
@attribute pos1_VVN_binarized {0,1}
@attribute pos1_VVZ_binarized {0,1}
@attribute pos1_XX0_binarized {0,1}
@attribute pos1_ZZ0_binarized {0,1}
@attribute pos2_AJ0_binarized {0,1}
@attribute pos2_AJC_binarized {0,1}
@attribute pos2_AJS_binarized {0,1}
@attribute pos2_AT0_binarized {0,1}
@attribute pos2_AV0_binarized {0,1}
@attribute pos2_AVP_binarized {0,1}
@attribute pos2_AVQ_binarized {0,1}
@attribute pos2_CJC_binarized {0,1}
@attribute pos2_CJS_binarized {0,1}
@attribute pos2_CJT_binarized {0,1}
@attribute pos2_CRD_binarized {0,1}
@attribute pos2_DPS_binarized {0,1}
@attribute pos2_DT0_binarized {0,1}
@attribute pos2_DTQ_binarized {0,1}
@attribute pos2_EX0_binarized {0,1}
@attribute pos2_ITJ_binarized {0,1}
@attribute pos2_NN0_binarized {0,1}
@attribute pos2_NN1_binarized {0,1}
@attribute pos2_NN2_binarized {0,1}
@attribute pos2_NP0_binarized {0,1}
@attribute pos2_ORD_binarized {0,1}
@attribute pos2_PNI_binarized {0,1}
@attribute pos2_PNP_binarized {0,1}
@attribute pos2_PNQ_binarized {0,1}
@attribute pos2_PNX_binarized {0,1}
@attribute pos2_POS_binarized {0,1}
@attribute pos2_PRF_binarized {0,1}
@attribute pos2_PRP_binarized {0,1}
@attribute pos2_PUL_binarized {0,1}
@attribute pos2_PUN_binarized {0,1}
@attribute pos2_PUQ_binarized {0,1}
@attribute pos2_PUR_binarized {0,1}
@attribute pos2_TO0_binarized {0,1}
@attribute pos2_UNC_binarized {0,1}
@attribute pos2_VBB_binarized {0,1}
@attribute pos2_VBD_binarized {0,1}
@attribute pos2_VBG_binarized {0,1}
@attribute pos2_VBI_binarized {0,1}
@attribute pos2_VBN_binarized {0,1}
@attribute pos2_VBZ_binarized {0,1}
@attribute pos2_VDB_binarized {0,1}
@attribute pos2_VDD_binarized {0,1}
@attribute pos2_VDG_binarized {0,1}
@attribute pos2_VDI_binarized {0,1}
@attribute pos2_VDN_binarized {0,1}
@attribute pos2_VDZ_binarized {0,1}
@attribute pos2_VHB_binarized {0,1}
@attribute pos2_VHD_binarized {0,1}
@attribute pos2_VHG_binarized {0,1}
@attribute pos2_VHI_binarized {0,1}
@attribute pos2_VHN_binarized {0,1}
@attribute pos2_VHZ_binarized {0,1}
@attribute pos2_VM0_binarized {0,1}
@attribute pos2_VVB_binarized {0,1}
@attribute pos2_VVD_binarized {0,1}
@attribute pos2_VVG_binarized {0,1}
@attribute pos2_VVI_binarized {0,1}
@attribute pos2_VVN_binarized {0,1}
@attribute pos2_VVZ_binarized {0,1}
@attribute pos2_XX0_binarized {0,1}
@attribute pos2_ZZ0_binarized {0,1}
@attribute mainpos1_v_binarized {0,1}
@attribute mainpos1_n_binarized {0,1}
@attribute mainpos1_art_binarized {0,1}
@attribute mainpos1_det_binarized {0,1}
@attribute mainpos1_adj_binarized {0,1}
@attribute mainpos1_adv_binarized {0,1}
@attribute mainpos1_conj_binarized {0,1}
@attribute mainpos1_crd_binarized {0,1}
@attribute mainpos1_ord_binarized {0,1}
@attribute mainpos1_pron_binarized {0,1}
@attribute mainpos1_prep_binarized {0,1}
@attribute mainpos1_to_binarized {0,1}
@attribute mainpos1_pos_binarized {0,1}
@attribute mainpos1_punc_binarized {0,1}
@attribute mainpos1_neg_binarized {0,1}
@attribute mainpos2_v_binarized {0,1}
@attribute mainpos2_n_binarized {0,1}
@attribute mainpos2_art_binarized {0,1}
@attribute mainpos2_det_binarized {0,1}
@attribute mainpos2_adj_binarized {0,1}
@attribute mainpos2_adv_binarized {0,1}
@attribute mainpos2_conj_binarized {0,1}
@attribute mainpos2_crd_binarized {0,1}
@attribute mainpos2_ord_binarized {0,1}
@attribute mainpos2_pron_binarized {0,1}
@attribute mainpos2_prep_binarized {0,1}
@attribute mainpos2_to_binarized {0,1}
@attribute mainpos2_pos_binarized {0,1}
@attribute mainpos2_punc_binarized {0,1}
@attribute mainpos2_neg_binarized {0,1}
@attribute chunk1_B-VP_binarized {0,1}
@attribute chunk1_I-VP_binarized {0,1}
@attribute chunk1_B-NP_binarized {0,1}
@attribute chunk1_I-NP_binarized {0,1}
@attribute chunk1_B-ADJP_binarized {0,1}
@attribute chunk1_I-ADJP_binarized {0,1}
@attribute chunk1_B-ADVP_binarized {0,1}
@attribute chunk1_I-ADVP_binarized {0,1}
@attribute chunk1_B-PP_binarized {0,1}
@attribute chunk1_I-PP_binarized {0,1}
@attribute chunk1_B-SBAR_binarized {0,1}
@attribute chunk1_I-SBAR_binarized {0,1}
@attribute chunk2_B-VP_binarized {0,1}
@attribute chunk2_I-VP_binarized {0,1}
@attribute chunk2_B-NP_binarized {0,1}
@attribute chunk2_I-NP_binarized {0,1}
@attribute chunk2_B-ADJP_binarized {0,1}
@attribute chunk2_I-ADJP_binarized {0,1}
@attribute chunk2_B-ADVP_binarized {0,1}
@attribute chunk2_I-ADVP_binarized {0,1}
@attribute chunk2_B-PP_binarized {0,1}
@attribute chunk2_I-PP_binarized {0,1}
@attribute chunk2_B-SBAR_binarized {0,1}
@attribute chunk2_I-SBAR_binarized {0,1}
@attribute samePos_binarized {0,1}
@attribute sameMainPos_binarized {0,1}
@attribute entDistance_binarized {0,1}
@attribute sentDistance_binarized {0,1}
@attribute e1class_REPORTING_binarized {0,1}
@attribute e1class_PERCEPTION_binarized {0,1}
@attribute e1class_ASPECTUAL_binarized {0,1}
@attribute e1class_I_ACTION_binarized {0,1}
@attribute e1class_I_STATE_binarized {0,1}
@attribute e1class_STATE_binarized {0,1}
@attribute e1class_OCCURRENCE_binarized {0,1}
@attribute e2class_REPORTING_binarized {0,1}
@attribute e2class_PERCEPTION_binarized {0,1}
@attribute e2class_ASPECTUAL_binarized {0,1}
@attribute e2class_I_ACTION_binarized {0,1}
@attribute e2class_I_STATE_binarized {0,1}
@attribute e2class_STATE_binarized {0,1}
@attribute e2class_OCCURRENCE_binarized {0,1}
@attribute e1tense_PAST_binarized {0,1}
@attribute e1tense_PRESENT_binarized {0,1}
@attribute e1tense_FUTURE_binarized {0,1}
@attribute e1tense_NONE_binarized {0,1}
@attribute e1tense_INFINITIVE_binarized {0,1}
@attribute e1tense_PRESPART_binarized {0,1}
@attribute e1tense_PASTPART_binarized {0,1}
@attribute e2tense_PAST_binarized {0,1}
@attribute e2tense_PRESENT_binarized {0,1}
@attribute e2tense_FUTURE_binarized {0,1}
@attribute e2tense_NONE_binarized {0,1}
@attribute e2tense_INFINITIVE_binarized {0,1}
@attribute e2tense_PRESPART_binarized {0,1}
@attribute e2tense_PASTPART_binarized {0,1}
@attribute e1aspect_PROGRESSIVE_binarized {0,1}
@attribute e1aspect_PERFECTIVE_binarized {0,1}
@attribute e1aspect_PERFECTIVE_PROGRESSIVE_binarized {0,1}
@attribute e1aspect_NONE_binarized {0,1}
@attribute e2aspect_PROGRESSIVE_binarized {0,1}
@attribute e2aspect_PERFECTIVE_binarized {0,1}
@attribute e2aspect_PERFECTIVE_PROGRESSIVE_binarized {0,1}
@attribute e2aspect_NONE_binarized {0,1}
@attribute e1polarity_binarized {0,1}
@attribute e2polarity_binarized {0,1}
@attribute sameEventClass_binarized {0,1}
@attribute sameTense_binarized {0,1}
@attribute sameAspect_binarized {0,1}
@attribute samePolarity_binarized {0,1}
@attribute e1_mainverb_binarized {0,1}
@attribute e2_mainverb_binarized {0,1}
@attribute tempmarkerpos_BETWEEN_binarized {0,1}
@attribute tempmarkerpos_BEFORE_binarized {0,1}
@attribute tempmarkerpos_AFTER_binarized {0,1}
@attribute tempmarkerpos_BEGIN_binarized {0,1}
@attribute tempmarkerpos_BEGIN-BETWEEN_binarized {0,1}
@attribute tempmarkerpos_BEGIN-BEFORE_binarized {0,1}
@attribute causmarkerpos_BETWEEN_binarized {0,1}
@attribute causmarkerpos_BEFORE_binarized {0,1}
@attribute causmarkerpos_AFTER_binarized {0,1}
@attribute causmarkerpos_BEGIN_binarized {0,1}
@attribute causmarkerpos_BEGIN-BETWEEN_binarized {0,1}
@attribute causmarkerpos_BEGIN-BEFORE_binarized {0,1}
@attribute coref_binarized {0,1}
@attribute wnSim_binarized {0,1}
@attribute label {BEFORE,AFTER,IBEFORE,IDENTITY,INCLUDES,SIMULTANEOUS,BEGINS,IAFTER,IS_INCLUDED,BEGUN_BY,DURING,DURING_INV,ENDED_BY,ENDS}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INCLUDES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,INCLUDES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INCLUDES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INCLUDES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INCLUDES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFTER
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
