token_e1,token_e2,lemma_e1,lemma_e2,pos_e1|pos_e2,mainpos_e1|mainpos_e2,chunk_e1|chunk_e2,ner_e1|ner_e2,same_pos,same_mainpos,ent_distance,sent_distance,ent_order,evclass_e1,tense-aspect_e1,pol_e1,tmxtype-value_e2,tmxdct_e2,deprel,ismainverb,temp_marker-position,temp_marker_deprel,timexrule, label
crossing,days,cross,day,VVG|NN2,v|n,I-NP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-NN-XX,FALSE,OBJ,O,after|AFTER,TMP|O,O,IS_INCLUDED
reported,Friday,report,friday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,in|BETWEEN,OBJ-VC-ADV-TMP-SUB-LOC|O,O,IS_INCLUDED
killed,Oct._23,kill,oct._23,VVD|NP0_CRD,v|O_n,B-VP|I-NP,O|O,FALSE,FALSE,5,1,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
spotted,Oct._23,spot,oct._23,VVN|NP0_CRD,v|O_n,I-VP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,PERCEPTION,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,VC-LOC-PMOD-LOC-PMOD-NMOD-PMOD-NMOD,O,in|BETWEEN,VC-LOC|PMOD-LOC-PMOD-NMOD-PMOD-NMOD,O,IS_INCLUDED
slaying,Oct._23,slaying,oct._23,NN1|NP0_CRD,n|O_n,I-NP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,NMOD,O,O|O,O|O,O,IS_INCLUDED
murder,Oct._23,murder,oct._23,NN1|NP0_CRD,n|O_n,I-NP|I-NP,O|O,FALSE,FALSE,18,6,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
attack,Oct._23,attack,oct._23,NN1|NP0_CRD,n|O_n,I-NP|I-NP,O|O,FALSE,FALSE,23,9,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
slaying,Oct._23,slaying,oct._23,NN1|NP0_CRD,n|O_n,I-NP|I-NP,O|O,FALSE,FALSE,30,10,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
said,Friday,say,friday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
pursuing,Friday,pursue,friday,VVG|NP0,v|pn,I-VP|B-NP,O|O,FALSE,FALSE,2,0,AFTER,OCCURRENCE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,INCLUDES
others,four_years,other,four_year,NN2|CRD_NN2,n|n,I-NP|I-NP,O|O,FALSE,TRUE,1,0,BEFORE,OCCURRENCE,O|O,O,DURATION|PNY,FALSE,O,O,in|BETWEEN,O|PMOD,O,IS_INCLUDED
sought,last_week,seek,last_week,VVN|AJ0_NN1,v|adj_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,I_STATE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,VC-TMP,O,O|O,O|O,O,IS_INCLUDED
slaying,last_week,slaying,last_week,NN1|AJ0_NN1,n|adj_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,2,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN,FALSE,O,O,O|O,O|O,O,BEFORE
performed,last_week,perform,last_week,VVD|AJ0_NN1,v|adj_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,3,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,O,O,O|O,O|O,O,BEFORE
named,Thursday,name,thursday,VVN|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,VC-TMP,MAIN,O|O,O|O,O,IS_INCLUDED
sent,Thursday,send,thursday,VVN|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PASTPART|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
termed,Thursday,term,thursday,VVN|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,2,1,AFTER,OCCURRENCE,PAST|NONE,neg,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O,O,IS_INCLUDED
played,Saturday,play,saturday,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,I_ACTION,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,SBJ-LOC-PMOD,O,O|O,O|O,O,IS_INCLUDED
involved,Oct._23,involve,oct._23,VVN|NP0_CRD,v|O_n,I-VP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,VC-ADV-PMOD-NMOD,O,in|BETWEEN,VC-ADV|PMOD-NMOD,O,INCLUDES
killing,Oct._23,kill,oct._23,VVG|NP0_CRD,v|O_n,I-NP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,NMOD,O,O|O,O|O,O,IS_INCLUDED
doing,day,do,day,VVG|NN1,v|n,I-VP|I-NP,O|O,FALSE,FALSE,2,0,BEFORE,OCCURRENCE,PRESENT|PROGRESSIVE,pos,SET|PND,FALSE,VC-ADV-SUB-ADV,O,O|O,O|O,O,IS_INCLUDED
interviews,day,interview,day,NN2|NN1,n|n,B-NP|I-NP,O|O,FALSE,TRUE,1,0,BEFORE,OCCURRENCE,O|O,O,SET|PND,FALSE,O,O,if|BEFORE,SUB-NMOD-PMOD|SUB-ADV,O,IS_INCLUDED
investigating,daily,investigate,daily,VVG|AJ0,v|adj,I-VP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESENT|PROGRESSIVE,pos,SET|PND,FALSE,VC-MNR-PMOD-NMOD,O,on|BETWEEN,VC-MNR|PMOD-NMOD,O,IS_INCLUDED
quoted,Friday,quote,friday,VVD|NP0,v|pn,B-VP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,LOC-PMOD-NMOD,MAIN,O|O,O|O,O,IS_INCLUDED
indicated,Friday,indicate,friday,VVN|NP0,v|pn,I-VP|I-NP,O|O,FALSE,FALSE,3,1,AFTER,I_ACTION,PAST|PERFECTIVE,pos,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O,O,INCLUDES
links,Friday,link,friday,NN2|NP0,n|pn,I-NP|I-NP,O|O,FALSE,FALSE,4,1,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,INCLUDES
sought,Friday,seek,friday,VVN|NP0,v|pn,I-VP|I-NP,O|O,FALSE,FALSE,5,1,AFTER,STATE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,INCLUDES
declined,Saturday,decline,saturday,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,2,0,BEFORE,I_ACTION,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,to|BETWEEN,OPRD|O,O,IS_INCLUDED
comment,Saturday,comment,saturday,VVB|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O|O,O,IS_INCLUDED
shot,Friday_COMMA_Oct._23,shoot,friday_COMMA_oct._23,VVN|NP0_PUN_NP0_CRD,v|pn_punc_O_n,I-VP|B-NP_O_B-NP_I-NP,O|O,FALSE,FALSE,2,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,VC-TMP-SUB-PRP-PMOD-NMOD-PMOD-NMOD-PMOD,MAIN,after|BETWEEN,VC-TMP|SUB-PRP-PMOD-NMOD-PMOD-NMOD-PMOD,O,IS_INCLUDED
returned,Friday_COMMA_Oct._23,return,friday_COMMA_oct._23,VVD|NP0_PUN_NP0_CRD,v|pn_punc_O_n,B-VP|B-NP_O_B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,PRP-PMOD-NMOD-PMOD-NMOD-PMOD,O,after|BETWEEN,SUB|SUB-PRP-PMOD-NMOD-PMOD-NMOD-PMOD,O,IS_INCLUDED
showed,day,show,day,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,LOC-PMOD-TMP,O,at|BETWEEN,LOC|PMOD-TMP,O,IS_INCLUDED
death,day,death,day,NN1|NN1,n|n,I-NP|I-NP,O|O,TRUE,TRUE,1,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,BEFORE
trying,day,try,day,VVG|NN1,v|n,I-VP|I-NP,O|O,FALSE,FALSE,2,1,AFTER,I_ACTION,PAST|PROGRESSIVE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
attend,day,attend,day,VVB|NN1,v|n,I-VP|I-NP,O|O,FALSE,FALSE,3,1,AFTER,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
sent,day,send,day,VVN|NN1,v|n,I-VP|I-NP,O|O,FALSE,FALSE,4,1,AFTER,OCCURRENCE,PAST|PERFECTIVE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
took,day,take,day,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,5,1,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
embraced,Friday,embrace,friday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP-PMOD,MAIN,former|BETWEEN,OBJ-NMOD-PMOD-NMOD|O,O,IS_INCLUDED
ending,Friday,end,friday,VVG|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,ASPECTUAL,PRESPART|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
began,Friday,begin,friday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,3,0,AFTER,ASPECTUAL,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,BEFORE
domination,Friday,domination,friday,NN1|NP0,n|pn,I-NP|B-NP,O|O,FALSE,FALSE,2,0,AFTER,STATE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,ENDED_BY
War,Friday,war,friday,NP0|NP0,n|pn,I-NP|B-NP,misc|O,TRUE,FALSE,4,0,AFTER,STATE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,BEFORE
opening,Friday,open,friday,VVG|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,5,0,AFTER,ASPECTUAL,PRESPART|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
born,1948,bear,1948,VVN|CRD,O|O,I-VP|B-NP,O|O,FALSE,TRUE,3,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-XX,FALSE,COORD-COORD-CONJ-TMP-PMOD-TMP-PMOD,O,in|BETWEEN,COORD-COORD-CONJ-TMP-PMOD-TMP|PMOD,O,BEFORE
fled,1948,flee,1948,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,2,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-XX,FALSE,TMP-PMOD-TMP-PMOD,O,after|BETWEEN,TMP|PMOD-TMP-PMOD,O,AFTER
takeover,1948,takeover,1948,NN1|CRD,n|O,I-NP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-XX,FALSE,TMP-PMOD,O,after|BETWEEN,PMOD|PMOD-TMP-PMOD,O,IS_INCLUDED
joining,six_year,join,six_year,VVG|CRD_NN1,v|adj_n,B-VP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESPART|NONE,pos,DURATION|PNY,FALSE,TMP-PMOD,O,after|BETWEEN,TMP|PMOD,O,ENDS
process,six_year,process,six_year,NN1|CRD_NN1,n|adj_n,I-NP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,STATE,O|O,O,DURATION|PNY,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
led,six_year,lead,six_year,VVN|CRD_NN1,v|adj_n,B-VP|I-NP,O|O,FALSE,FALSE,2,0,AFTER,ASPECTUAL,PASTPART|NONE,pos,DURATION|PNY,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
grew,10_years_ago,grow,10_year_ago,VVD|CRD_NN2_AV0,v|n_adv,B-VP|B-NP_I-NP_O,O|O,FALSE,FALSE,6,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-XX,FALSE,ADV-PMOD-PMOD-NMOD-IM-OBJ-APPO-TMP-PMOD-TMP,O,after|BETWEEN,ADV-PMOD-PMOD-NMOD-IM-OBJ-APPO-TMP|PMOD-TMP,O,BEGUN_BY
desire,10_years_ago,desire,10_year_ago,NN1|CRD_NN2_AV0,n|n_adv,I-NP|B-NP_I-NP_O,O|O,FALSE,FALSE,5,0,BEFORE,I_STATE,O|O,O,DATE|NNNN-XX,FALSE,NMOD-IM-OBJ-APPO-TMP-PMOD-TMP,O,after|BETWEEN,NMOD-IM-OBJ-APPO-TMP|PMOD-TMP,O,BEGUN_BY
cement,10_years_ago,cement,10_year_ago,VVB|CRD_NN2_AV0,v|n_adv,I-VP|B-NP_I-NP_O,O|O,FALSE,FALSE,3,0,BEFORE,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN-XX,FALSE,OBJ-APPO-TMP-PMOD-TMP,O,after|BETWEEN,OBJ-APPO-TMP|PMOD-TMP,O,BEGUN_BY
gains,10_years_ago,gain,10_year_ago,NN2|CRD_NN2_AV0,n|n_adv,I-NP|B-NP_I-NP_O,O|O,FALSE,FALSE,2,0,BEFORE,STATE,O|O,O,DATE|NNNN-XX,FALSE,APPO-TMP-PMOD-TMP,O,after|BETWEEN,APPO-TMP|PMOD-TMP,O,AFTER
collapse,10_years_ago,collapse,10_year_ago,NN1|CRD_NN2_AV0,n|n_adv,I-NP|B-NP_I-NP_O,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-XX,FALSE,TMP,O,after|BETWEEN,PMOD|PMOD-TMP,O,IS_INCLUDED
moved,Friday,move,friday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP-PMOD-PMOD,MAIN,former|BEFORE,SBJ-NMOD-PMOD-COORD-CONJ-NMOD|O,O,IS_INCLUDED
celebrate,next_month,celebrate,next_month,VVB|PRP_NN1,v|prep_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,FUTURE|NONE,pos,DATE|NNNN-NN,FALSE,VC-TMP,O,in|BETWEEN,VC-LOC-PMOD|O,O,IS_INCLUDED
summit,next_month,summit,next_month,NN1|PRP_NN1,n|prep_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,10,3,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
produce,next_month,produce,next_month,VVB|PRP_NN1,v|prep_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,12,3,AFTER,I_ACTION,PRESENT|NONE,pos,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
initiative,next_month,initiative,next_month,NN1|PRP_NN1,n|prep_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,13,3,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
responds,next_month,responds,next_month,NN2|PRP_NN1,v|prep_n,B-NP|B-NP_I-NP,O|O,FALSE,FALSE,14,3,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
buy,coming_years,buy,come_year,VVB|VVG_NN2,v|v_n,I-VP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,INFINITIVE|NONE,pos,DURATION|PXY,FALSE,TMP-PMOD,O,in|BETWEEN,TMP|PMOD,O,IS_INCLUDED
won,1989,win,1989,VVN|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PASTPART|NONE,pos,DATE|NNNN,FALSE,O,O,when|BEFORE,TMP|O,O,IS_INCLUDED
comes,today,come,today,NN0|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESENT|NONE,neg,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,for|BETWEEN,ADV|O,O,IS_INCLUDED
lived,1968,live,1968,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,STATE,PAST|NONE,pos,DATE|NNNN,FALSE,ADV-PMOD,O,when|AFTER,ADV-PMOD-NMOD-TMP|NMOD-TMP,O,BEGUN_BY
invaded,1968,invade,1968,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,when|BEFORE,TMP|NMOD-TMP,O,IS_INCLUDED
lived,1989,live,1989,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,3,0,BEFORE,STATE,PAST|NONE,pos,DATE|NNNN,FALSE,ADV-PMOD-NMOD-TMP-PMOD,O,when|BETWEEN,ADV-PMOD-NMOD-TMP|O,O,ENDED_BY
uprising,1956,uprising,1956,NN1|CRD,n|O,I-NP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN,FALSE,NMOD,O,O|O,O|O,O,IS_INCLUDED
ceremony,Friday_QUOTEs,ceremony,friday_QUOTEs,NN1|NP0_POS,n|pn_v,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,NMOD,O,O|O,O|O,O,IS_INCLUDED
chosen,Friday_QUOTEs,choose,friday_QUOTEs,VVN|NP0_POS,v|pn_v,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,2,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,SBJ-NMOD-PMOD-NMOD,MAIN,O|O,O|O,O,BEFORE
signed,April_4_COMMA_1949,sign,april_4_COMMA_1949,VVD|NP0_CRD_PUN_CRD,v|n_punc_O,B-VP|B-NP_I-NP_O_B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP-PMOD,MAIN,on|AFTER,ADV|O,O,IS_INCLUDED
created,April_4_COMMA_1949,create,april_4_COMMA_1949,VVN|NP0_CRD_PUN_CRD,v|n_punc_O,B-VP|B-NP_I-NP_O_B-NP,O|O,FALSE,FALSE,2,0,AFTER,OCCURRENCE,PASTPART|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,on|AFTER,O|O,O,IS_INCLUDED
adding,1952,add,1952,VVG|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESPART|NONE,pos,DATE|NNNN,FALSE,TMP-PMOD,O,before|BETWEEN,O|O,O,IS_INCLUDED
adding,1955,add,1955,VVG|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,2,0,BEFORE,OCCURRENCE,PRESPART|NONE,pos,DATE|NNNN,FALSE,TMP-PMOD-TMP-PMOD,O,before|BETWEEN,O|O,O,IS_INCLUDED
adding,1982,add,1982,VVG|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,3,0,BEFORE,OCCURRENCE,PRESPART|NONE,pos,DATE|NNNN,FALSE,TMP-PMOD-TMP-PMOD-TMP-PMOD,O,before|BETWEEN,O|O,O,IS_INCLUDED
embarked,1993,embark,1993,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,2,0,BEFORE,I_ACTION,PAST|NONE,pos,DATE|NNNN,FALSE,TMP-PMOD,MAIN,after|AFTER,TMP|O,O,IS_INCLUDED
expansion,1993,expansion,1993,NN1|CRD,n|O,I-NP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN,FALSE,O,O,after|AFTER,O|O,O,BEGUN_BY
met,1993,meet,1993,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,after|BEFORE,SUB|O,O,BEFORE
was,1993,be,1993,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,2,0,AFTER,STATE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,after|AFTER,SUB-ADV-PMOD-NMOD|O,O,IS_INCLUDED
conversations,1993,conversation,1993,NN2|CRD,n|O,I-NP|B-NP,O|O,FALSE,FALSE,3,1,AFTER,OCCURRENCE,O|O,O,DATE|NNNN,FALSE,O,O,O|O,O,O,IS_INCLUDED
took,1993,take,1993,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,5,1,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,O|O,O,O,IS_INCLUDED
opening,1993,opening,1993,NN1|CRD,n|O,I-NP|B-NP,O|O,FALSE,FALSE,6,1,AFTER,OCCURRENCE,O|O,O,DATE|NNNN,FALSE,O,O,O|O,O,O,IS_INCLUDED
involved,1993,involve,1993,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,7,1,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,O|O,O,O,IS_INCLUDED
brought,1993,bring,1993,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,8,1,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,O|O,O,O,IS_INCLUDED
message,1993,message,1993,NN1|CRD,n|O,I-NP|B-NP,O|O,FALSE,FALSE,9,1,AFTER,REPORTING,O|O,O,DATE|NNNN,FALSE,O,O,O|O,O,O,IS_INCLUDED
used,1993,use,1993,VVN|CRD,v|O,I-VP|B-NP,O|O,FALSE,FALSE,10,2,AFTER,I_ACTION,O|O,O,DATE|NNNN,FALSE,O,O,O|O,O,O,AFTER
secure,1993,secure,1993,VVB|CRD,v|O,I-VP|B-NP,O|O,FALSE,FALSE,11,2,AFTER,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN,FALSE,O,O,O|O,O,O,AFTER
dissuade,1993,dissuade,1993,NN1|CRD,v|O,I-NP|B-NP,O|O,FALSE,FALSE,12,2,AFTER,OCCURRENCE,O|O,O,DATE|NNNN,FALSE,O,O,O|O,O,O,AFTER
was,1993,be,1993,VVD|CRD,v|O,B-VP|B-NP,O|O,FALSE,FALSE,13,3,AFTER,STATE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,O|O,O,O,INCLUDES
said,Friday,say,friday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,on|BETWEEN,SBJ-NMOD-PRD-PMOD-NAME-NAME|O,O,IS_INCLUDED
remembered,Friday,remember,friday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,I_STATE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,INCLUDES
asked,Friday,ask,friday,VVN|NP0,v|pn,I-VP|B-NP,O|O,FALSE,FALSE,2,0,AFTER,I_ACTION,PASTPART|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,BEFORE
help,Friday,help,friday,VVB|NP0,v|pn,I-VP|B-NP,O|O,FALSE,FALSE,3,0,AFTER,I_ACTION,INFINITIVE|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,BEGUN_BY
turn,Friday,turn,friday,VVB|NP0,v|pn,I-VP|B-NP,O|O,FALSE,FALSE,4,0,AFTER,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,AFTER
summit,July,summit,july,NN1|NP0,n|n,I-NP|B-NP,O|O,FALSE,TRUE,2,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
announced,July,announce,july,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,3,0,AFTER,REPORTING,PAST|NONE,pos,DATE|NNNN-NN,FALSE,TMP-PMOD-NMOD,MAIN,O|O,O|O,O,IS_INCLUDED
tried,July,try,july,VVN|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,5,1,AFTER,I_ACTION,PAST|PERFECTIVE,pos,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,BEFORE
meet,July,meet,july,VVB|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,6,1,AFTER,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,INCLUDES
turned,July,turn,july,VVN|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,7,1,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,O,MAIN,O|O,O,O,IS_INCLUDED
deal,July,deal,july,VVB|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,8,2,AFTER,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,INCLUDES
vacillated,July,vacillate,july,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,9,2,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,INCLUDES
looked,July,look,july,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,10,2,AFTER,STATE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,O,O,O|O,O,O,INCLUDES
told,1997,tell,1997,VVD|CRD,v|O,B-VP|I-NP,O|O,FALSE,FALSE,10,3,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,O,MAIN,O|O,O,O,IS_INCLUDED
